trade_id,symbol,date,regime_group,sample_type,entry_price,current_sl,adaptive_sl,current_r,adaptive_r,delta_r,current_exit_reason,adaptive_exit_reason,current_mfe,adaptive_mfe,current_mae,adaptive_mae
832,LICI,2025-07-09,BEAR,IS,1186.0153342130714,1126.71,1144.5,0.9804,1.1863,0.2059,TIMEOUT,TIMEOUT,1.27,1.82,0.0,0.0
833,LLOYDSME,2026-05-25,BULL,IS,1800.3240966796875,1710.31,1688.28,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.97,0.78,1.13,1.1
834,LLOYDSME,2026-05-26,BULL,IS,1852.5927734375,1759.96,1746.49,-1.2267,-1.071,0.1557,SL_HIT,SL_HIT,0.38,0.33,1.66,1.45
835,LTF,2025-07-21,BEAR,IS,2180.537663491576,2071.51,2104.22,0.5702,0.6003,0.0301,TIMEOUT,TIMEOUT,1.29,1.85,0.0,0.0
836,LTF,2025-09-24,BEAR,IS,2422.7932226336948,2301.65,2338.0,0.0582,0.0832,0.025,TIMEOUT,TIMEOUT,0.62,0.89,0.19,0.27
837,LTF,2025-10-01,BEAR,IS,2444.994342640703,2322.74,2359.42,1.1087,1.3696,0.2609,TIMEOUT,TIMEOUT,1.23,1.75,0.43,0.62
838,LTF,2025-10-21,BEAR,IS,2536.5867284990313,2409.76,2447.81,0.5255,-1.0454,-1.5709,TIMEOUT,SL_HIT,0.64,0.71,0.86,1.12
839,LTF,2025-10-22,BEAR,IS,2593.82533430123,2464.13,2503.04,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.05,0.07,1.07,1.1
840,LTF,2026-02-20,BEAR,IS,3023.8800571856086,2872.69,2918.04,0.212,0.3029,0.0909,TIMEOUT,TIMEOUT,0.63,0.91,0.37,0.52
841,LTF,2026-02-27,BEAR,IS,3026.888889565168,2875.54,2920.95,-0.1197,-0.171,-0.0513,TIMEOUT,TIMEOUT,0.61,0.88,0.22,0.31
842,LTF,2026-03-02,BEAR,IS,3041.645006627573,2889.56,2935.19,-0.4041,-0.5773,-0.1732,TIMEOUT,TIMEOUT,0.51,0.73,0.5,0.72
843,LTFOODS,2025-04-08,BULL,IS,632.4998491917999,600.87,610.36,0.0898,0.3311,0.2413,TIMEOUT,BE_EXIT,0.74,1.06,0.27,0.39
844,LTM,2025-11-19,SIDEWAYS,IS,5893.025390625,5598.37,5686.77,0.9161,1.0944,0.1783,TIMEOUT,TIMEOUT,1.37,1.95,0.56,0.8
845,LTM,2025-11-28,SIDEWAYS,IS,6015.87890625,5715.08,5805.32,0.3313,0.5,0.1687,TIMEOUT,BE_EXIT,0.93,1.33,0.23,0.33
846,LTM,2025-12-01,SIDEWAYS,IS,6071.13818359375,5767.58,5858.65,0.1268,0.5,0.3732,TIMEOUT,BE_EXIT,0.74,1.06,0.41,0.58
847,LTM,2025-12-04,SIDEWAYS,IS,6183.13720703125,5873.98,5966.73,-0.7357,-1.0,-0.2643,TIMEOUT,SL_HIT,0.36,0.52,0.79,1.09
848,LTTS,2025-12-04,SIDEWAYS,IS,4632.859375,4401.22,4388.02,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.15,0.14,1.1,1.04
849,LUMAXTECH,2025-11-25,SIDEWAYS,IS,1473.800048828125,1400.11,1355.9,0.3521,0.5,0.1479,BE_EXIT,BE_EXIT,1.5,1.04,0.8,0.5
850,LUPIN,2026-02-16,BEAR,IS,2205.50830078125,2095.23,2126.48,1.0217,1.228,0.2063,TIMEOUT,TIMEOUT,1.33,1.86,0.15,0.21
851,M&MFIN,2025-11-07,SIDEWAYS,IS,306.3572998046875,291.04,289.6,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.64,2.72,0.5,0.46
852,M&MFIN,2025-12-05,SIDEWAYS,IS,359.4624938964844,341.49,330.71,-1.0,0.8206,1.8206,SL_HIT,TIMEOUT,0.0,1.52,1.28,0.98
853,M&MFIN,2025-12-18,SIDEWAYS,IS,357.11529541015625,339.26,328.55,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,2.58,1.61,0.17,0.34
854,MAHABANK,2026-02-17,BEAR,IS,66.28923797607422,62.97,62.31,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,2.55,2.4,0.02,0.02
855,MAHABANK,2026-02-18,BEAR,IS,67.95384979248047,64.56,63.99,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.32,1.99,0.51,0.44
856,MAHABANK,2026-02-24,BEAR,IS,70.78075408935547,67.24,67.31,0.3317,0.3283,-0.0034,BE_EXIT,BE_EXIT,1.43,1.46,0.4,0.41
857,MAHABANK,2026-02-25,BEAR,IS,72.96741485595703,69.32,69.27,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.79,0.78,1.84,1.82
858,MAHABANK,2026-02-26,BEAR,IS,74.51383209228516,70.79,70.6,-1.3225,-1.2583,0.0642,SL_HIT,SL_HIT,0.36,0.34,1.39,1.32
859,MAHABANK,2026-06-29,BULL,IS,93.8499984741211,89.16,89.18,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.21,1.21
860,MANAPPURAM,2026-07-06,BULL,IS,345.1083068847656,327.85,326.62,-1.1873,-1.1083,0.079,SL_HIT,SL_HIT,0.0,0.0,1.35,1.26
861,MANYAVAR,2025-03-20,BULL,IS,2322.6341589701638,2206.5,2241.34,0.1022,0.146,0.0438,TIMEOUT,TIMEOUT,0.69,0.98,0.33,0.46
862,MANYAVAR,2025-03-24,BULL,IS,2355.5540273106285,2237.78,2273.11,-0.669,-1.0,-0.331,TIMEOUT,SL_HIT,0.4,0.57,0.82,1.18
863,MANYAVAR,2025-03-26,BULL,IS,2379.835043372352,2260.84,2296.54,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.19,0.27,1.02,1.14
864,MANYAVAR,2025-04-03,BULL,IS,2375.8540466529166,2257.06,2292.7,-1.117,-1.0,0.117,SL_HIT,SL_HIT,0.22,0.32,1.22,1.09
865,MANYAVAR,2025-08-12,BEAR,IS,2840.1005564278476,2698.1,2740.7,1.0049,1.2212,0.2163,TIMEOUT,TIMEOUT,1.13,1.62,0.0,0.0
866,MANYAVAR,2026-02-17,BEAR,IS,3980.834453452035,3781.79,3841.51,-0.1141,-1.0,-0.8859,TIMEOUT,SL_HIT,0.41,0.59,0.72,1.03
867,MANYAVAR,2026-02-24,BEAR,IS,4034.4664854737625,3832.74,3893.26,-0.0858,-1.3415,-1.2557,TIMEOUT,SL_HIT,0.0,0.0,0.98,1.34
868,MANYAVAR,2026-03-19,BEAR,IS,4121.521441815727,3915.45,3977.27,0.2056,0.2937,0.0881,TIMEOUT,TIMEOUT,0.28,0.41,0.65,0.93
869,MANYAVAR,2026-06-26,BULL,IS,4669.134124549059,4435.68,4505.71,0.9338,1.1196,0.1858,TIMEOUT,TIMEOUT,1.12,1.6,0.43,0.61
870,MANYAVAR,2026-08-17,OOS,OOS,4932.066314658677,4685.46,4759.44,-8.3908,-12.201,-3.8102,BE_EXIT,BE_EXIT,1.31,1.87,17.82,25.46
871,MANYAVAR,2026-08-18,OOS,OOS,5126.285182668147,4869.97,4946.87,-17.8658,-25.5234,-7.6576,SL_HIT,SL_HIT,0.5,0.71,17.9,25.58
872,MARKSANS,2026-05-26,BULL,IS,254.7899932861328,242.05,234.41,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.75,0.47,1.11,1.19
873,MARKSANS,2026-08-12,OOS,OOS,312.6000061035156,296.97,292.29,1.1366,0.9899,-0.1467,TIMEOUT,TIMEOUT,2.1,1.62,0.76,0.58
874,MARUTI,2025-08-19,BEAR,IS,14250.0,13537.5,13751.25,1.1021,1.3602,0.2581,TIMEOUT,TIMEOUT,1.59,2.27,0.13,0.19
875,MARUTI,2025-08-26,BEAR,IS,14714.0,13978.3,14199.01,1.2388,0.5,-0.7388,TIMEOUT,BE_EXIT,1.5,1.02,0.12,0.17
876,MARUTI,2025-08-29,BEAR,IS,14791.0,14051.45,14273.31,1.2254,1.5363,0.3109,TIMEOUT,TIMEOUT,1.72,2.45,0.22,0.31
877,MARUTI,2025-09-01,BEAR,IS,14887.0,14142.65,14365.96,1.124,1.3915,0.2675,TIMEOUT,TIMEOUT,1.58,2.25,0.35,0.49
878,MARUTI,2025-09-08,BEAR,IS,15258.0,14495.1,14723.97,0.9758,1.1797,0.2039,TIMEOUT,TIMEOUT,1.54,2.2,0.29,0.41
879,MAYURUNIQ,2026-04-13,BULL,IS,568.0,539.6,522.56,0.2289,0.143,-0.0859,TIMEOUT,TIMEOUT,0.87,0.55,0.81,0.51
880,MAYURUNIQ,2026-04-21,BULL,IS,586.4000244140625,557.08,544.46,-1.0,0.7134,1.7134,SL_HIT,TIMEOUT,0.22,1.47,1.11,0.99
881,MAYURUNIQ,2026-05-20,BULL,IS,692.25,657.64,636.87,0.453,1.75,1.297,BE_EXIT,FULL_TARGET,1.33,2.83,0.64,0.4
882,MAYURUNIQ,2026-05-25,BULL,IS,747.7999877929688,710.41,687.98,0.5,0.9121,0.4121,BE_EXIT,TIMEOUT,1.55,1.69,0.48,0.51
883,MAYURUNIQ,2026-06-09,BULL,IS,798.8499755859375,758.91,734.94,0.5,0.9847,0.4847,BE_EXIT,TIMEOUT,1.26,1.21,0.37,0.31
884,MAYURUNIQ,2026-06-30,BULL,IS,860.7999877929688,817.76,806.16,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.07,0.85,0.76,1.01
885,MAZDOCK,2026-02-23,BEAR,IS,3233.169559001394,3071.51,3120.01,-1.031,-1.2026,-0.1716,SL_HIT,SL_HIT,0.08,0.11,1.11,1.24
886,MBAPL,2026-02-16,BEAR,IS,96.03504180908203,91.23,90.65,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.37,0.33,1.09,1.25
887,MBAPL,2026-02-18,BEAR,IS,94.30656433105469,89.59,88.6,-1.0,-0.1751,0.8249,SL_HIT,TIMEOUT,0.3,0.35,1.06,0.88
888,MBAPL,2026-05-04,BULL,IS,109.58305358886719,104.1,101.91,0.5,-0.1016,-0.6016,BE_EXIT,TIMEOUT,1.33,0.95,0.25,0.69
889,MBAPL,2026-05-05,BULL,IS,112.67031860351562,107.04,105.35,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.75,0.58,1.18,1.08
890,MBAPL,2026-05-06,BULL,IS,114.26890563964844,108.56,106.88,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.46,0.36,1.06,1.12
891,MBAPL,2026-07-16,BULL,IS,131.60000610351562,125.02,121.07,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.69,3.36,0.0,0.0
892,MBAPL,2026-07-20,BULL,IS,145.5500030517578,138.27,133.91,-1.0,1.3114,2.3114,SL_HIT,TIMEOUT,0.34,1.92,1.22,0.76
893,MBAPL,2026-07-27,BULL,IS,163.9499969482422,155.75,150.83,-1.0,0.0595,1.0595,SL_HIT,TIMEOUT,0.49,0.68,1.03,0.64
894,MBAPL,2026-09-03,OOS,OOS,162.0800018310547,153.98,151.4,0.4988,0.3783,-0.1205,TIMEOUT,TIMEOUT,0.66,0.5,0.17,0.13
895,MCX,2025-11-03,SIDEWAYS,IS,1905.300048828125,1810.04,1808.49,-1.0109,-1.0,0.0109,SL_HIT,SL_HIT,0.21,0.2,1.5,1.48
896,MCX,2025-11-26,SIDEWAYS,IS,2056.60009765625,1953.77,1959.17,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.45,0.48,1.0,1.06
897,MCX,2026-03-02,BEAR,IS,2501.199951171875,2376.14,2336.65,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.61,1.22,0.83,0.63
898,MCX,2026-03-09,BEAR,IS,2577.10009765625,2448.25,2434.72,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.36,0.88,1.06,1.27
899,MCX,2026-03-16,BEAR,IS,2555.60009765625,2427.82,2403.82,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.15,0.97,0.28,1.05
900,MCX,2026-05-11,BULL,IS,3187.89990234375,3028.5,3027.22,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.83,1.82,0.36,0.35
901,MEDANTA,2026-07-27,BULL,IS,1406.7010498046875,1336.37,1355.69,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.44,0.6,1.03,1.42
902,METROPOLIS,2026-07-20,BULL,IS,573.75,545.06,537.83,0.5,-0.0306,-0.5306,BE_EXIT,TIMEOUT,1.23,0.98,0.46,0.63
903,MGL,2025-09-19,BEAR,IS,1521.8896220938109,1445.8,1468.62,-0.7534,-1.1293,-0.3759,TIMEOUT,SL_HIT,0.02,0.03,0.85,1.21
904,MINDACORP,2026-06-30,BULL,IS,696.7999877929688,661.96,657.93,-0.4492,-0.4026,0.0466,TIMEOUT,TIMEOUT,0.48,0.43,0.84,0.75
905,MINDACORP,2026-08-03,OOS,OOS,726.7825317382812,690.44,691.4,0.428,0.4261,-0.0019,BE_EXIT,BE_EXIT,1.16,1.19,0.74,0.76
906,MMTC,2025-10-06,BEAR,IS,1967.3300821858688,1868.96,1898.47,1.2513,1.75,0.4987,TIMEOUT,FULL_TARGET,1.8,2.58,0.49,0.7
907,MMTC,2025-11-25,SIDEWAYS,IS,2206.847401139836,2096.51,2129.61,-1.1483,-1.103,0.0453,SL_HIT,SL_HIT,0.53,0.75,1.15,1.12
908,MMTC,2025-11-27,SIDEWAYS,IS,2260.95329360784,2147.91,2181.82,-1.2322,-1.2774,-0.0452,SL_HIT,SL_HIT,0.04,0.05,1.24,1.28
909,MMTC,2026-07-10,BULL,IS,3191.0072851552563,3031.46,3079.32,-1.0,-1.3772,-0.3772,SL_HIT,SL_HIT,0.45,0.64,1.09,1.55
910,MODISONLTD,2026-05-26,BULL,IS,248.5907745361328,236.16,228.7,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.97,3.11,0.0,0.0
911,MODISONLTD,2026-05-27,BULL,IS,271.9323425292969,258.34,250.18,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.84,3.22,0.32,0.2
912,MODISONLTD,2026-06-11,BULL,IS,317.7048034667969,301.82,292.29,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.94,1.21
913,MODISONLTD,2026-08-11,OOS,OOS,307.45001220703125,292.08,282.85,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.17,2.7,1.0,0.62
914,MODISONLTD,2026-08-13,OOS,OOS,323.0,306.85,297.16,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.15,2.69,0.0,0.0
915,MODISONLTD,2026-08-18,OOS,OOS,373.8999938964844,355.2,347.65,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.98,1.41,0.06,0.04
916,MOTHERSON,2025-04-15,BULL,IS,1535.802304569252,1459.01,1482.05,-0.3832,-1.0,-0.6168,TIMEOUT,SL_HIT,0.13,0.0,0.8,1.07
917,MOTHERSON,2025-04-25,BULL,IS,1528.6612823520413,1452.23,1475.16,0.1394,0.1991,0.0597,TIMEOUT,TIMEOUT,0.29,0.42,0.59,0.84
918,MOTILALOFS,2026-07-09,BULL,IS,942.5,895.38,907.33,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.0,1.34,0.28,0.38
919,MSTCLTD,2026-07-28,BULL,IS,1652.0535626670176,1569.45,1594.23,0.4732,0.838,0.3648,TIMEOUT,TIMEOUT,0.98,1.39,0.32,0.46
920,MSUMI,2025-08-22,BEAR,IS,927.5108907639851,881.14,895.05,0.6709,0.9792,0.3083,TIMEOUT,TIMEOUT,1.0,1.42,0.1,0.14
921,MSUMI,2025-08-25,BEAR,IS,933.6317094048555,886.95,900.95,0.8056,1.0754,0.2698,TIMEOUT,TIMEOUT,0.9,1.29,0.23,0.32
922,MSUMI,2025-09-03,BEAR,IS,958.5460954823777,910.62,925.0,0.1625,0.4404,0.2779,TIMEOUT,BE_EXIT,0.76,1.08,0.18,0.26
923,MSUMI,2025-09-09,BEAR,IS,965.5511865507661,917.27,931.76,0.4673,0.6676,0.2003,TIMEOUT,TIMEOUT,0.61,0.87,0.28,0.4
924,MUTHOOTFIN,2025-12-19,SIDEWAYS,IS,3749.49609375,3562.02,3618.26,0.838,0.9828,0.1448,TIMEOUT,TIMEOUT,1.13,1.62,0.48,0.69
925,NAM-INDIA,2026-06-29,BULL,IS,1167.300048828125,1108.94,1110.37,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.13,1.16,0.2,0.21
926,NATCOPHARM,2026-02-25,BEAR,IS,978.2000122070312,929.29,914.27,-1.0846,0.5,1.5846,SL_HIT,BE_EXIT,0.43,1.17,1.08,0.83
927,NATCOPHARM,2026-04-17,BULL,IS,1119.699951171875,1063.71,1046.53,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.18,0.14,1.21,1.06
928,NATCOPHARM,2026-05-11,BULL,IS,1206.0,1145.7,1143.32,-1.0116,-1.0,0.0116,SL_HIT,SL_HIT,0.34,0.33,1.09,1.05
929,NATIONALUM,2025-12-12,SIDEWAYS,IS,273.3482666015625,259.68,260.89,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.58,2.83,0.32,0.35
930,NATIONALUM,2025-12-22,SIDEWAYS,IS,285.28851318359375,271.02,272.15,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.83,3.07,0.06,0.06
931,NATIONALUM,2025-12-26,SIDEWAYS,IS,301.5528259277344,286.48,287.19,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.92,3.07,0.58,0.61
932,NATIONALUM,2026-03-10,BEAR,IS,386.8231201171875,367.48,361.58,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.18,0.9,0.39,1.11
933,NATIONALUM,2026-03-12,BEAR,IS,407.12200927734375,386.77,379.27,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.12,0.09,1.36,1.41
934,NATIONALUM,2026-03-17,BEAR,IS,393.19140625,373.53,361.74,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.01,0.01,1.06,1.09
935,NATIONALUM,2026-05-27,BULL,IS,433.04998779296875,411.4,411.16,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.53,0.52,1.92,1.9
936,NAUKRI,2025-03-05,BULL,IS,1550.4672350485673,1472.94,1496.2,0.2669,0.3814,0.1145,TIMEOUT,TIMEOUT,0.65,0.93,0.6,0.86
937,NAUKRI,2025-06-09,BULL,IS,1794.4464385874905,1704.72,1731.64,-1.0342,-1.0,0.0342,SL_HIT,SL_HIT,0.47,0.67,1.1,1.04
938,NAUKRI,2025-07-21,BEAR,IS,1782.2469561062169,1693.13,1719.87,0.6831,0.7616,0.0785,TIMEOUT,TIMEOUT,1.45,2.07,0.0,0.0
939,NAUKRI,2026-04-09,BULL,IS,2180.3510012619317,2071.33,2104.04,0.6976,0.9983,0.3007,TIMEOUT,TIMEOUT,0.79,1.13,0.23,0.32
940,NAUKRI,2026-04-20,BULL,IS,2231.111896291366,2119.56,2153.02,0.1527,0.2181,0.0654,TIMEOUT,TIMEOUT,0.49,0.7,0.55,0.79
941,NAUKRI,2026-05-11,BULL,IS,2248.142586180725,2135.74,2169.46,-1.0,-1.3573,-0.3573,SL_HIT,SL_HIT,0.45,0.64,1.02,1.45
942,NAVINFLUOR,2025-12-11,SIDEWAYS,IS,6035.73876953125,5733.95,5715.02,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.6,0.56,1.1,1.03
943,NAVINFLUOR,2025-12-22,SIDEWAYS,IS,5876.43017578125,5582.61,5544.6,0.5,0.3145,-0.1855,BE_EXIT,TIMEOUT,1.1,0.97,0.58,0.67
944,NAVINFLUOR,2025-12-23,SIDEWAYS,IS,6056.2138671875,5753.4,5710.64,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.06,0.06,1.03,1.02
945,NAVINFLUOR,2025-12-29,SIDEWAYS,IS,5873.93310546875,5580.24,5504.09,0.5,0.5776,0.0776,BE_EXIT,TIMEOUT,1.11,1.06,0.39,0.6
946,NAVINFLUOR,2026-03-05,BEAR,IS,6496.68408203125,6171.85,6052.3,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.48,0.35,1.06,1.06
947,NAVINFLUOR,2026-07-06,BULL,IS,7729.0,7342.55,7372.09,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.15,0.16,1.14,1.23
948,NAVINFLUOR,2026-07-20,BULL,IS,7861.5,7468.42,7461.45,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.19,0.19,1.26,1.23
949,NAZARA,2026-07-31,BULL,IS,339.0,322.05,321.59,0.9528,0.9408,-0.012,TIMEOUT,TIMEOUT,1.53,1.49,0.52,0.51
950,NAZARA,2026-08-04,OOS,OOS,349.5,332.02,329.97,0.4863,0.4352,-0.0511,TIMEOUT,TIMEOUT,0.89,0.79,0.63,0.56
951,NAZARA,2026-08-28,OOS,OOS,374.6000061035156,355.87,357.17,-0.3177,-0.3414,-0.0237,TIMEOUT,TIMEOUT,0.2,0.21,0.77,0.83
952,NBCC,2025-09-10,BEAR,IS,1047.8173904308433,995.43,1011.14,-0.2617,-0.3737,-0.112,TIMEOUT,TIMEOUT,0.44,0.63,0.31,0.44
953,NCC,2026-02-27,BEAR,IS,1384.2901885547722,1315.08,1335.84,0.6232,0.9451,0.3219,TIMEOUT,TIMEOUT,0.7,1.01,0.19,0.27
954,NEOGEN,2026-02-26,BEAR,IS,1450.498291015625,1377.97,1334.46,-1.2568,-1.0,0.2568,SL_HIT,SL_HIT,0.52,0.32,1.26,1.13
955,NEOGEN,2026-03-09,BEAR,IS,1399.3231201171875,1329.36,1287.38,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.44,0.9,0.92,1.39
956,NEOGEN,2026-03-10,BEAR,IS,1488.4798583984375,1414.06,1369.4,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.15,0.09,1.06,1.29
957,NEOGEN,2026-03-16,BEAR,IS,1387.9285888671875,1318.53,1276.89,-1.132,-1.0,0.132,SL_HIT,SL_HIT,0.16,0.1,1.25,1.3
958,NEOGEN,2026-05-18,BULL,IS,1690.2823486328125,1605.77,1555.06,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.7,1.07
959,NEOGEN,2026-06-02,BULL,IS,1875.9925537109375,1782.19,1725.91,0.7925,0.6828,-0.1097,TIMEOUT,TIMEOUT,2.27,1.42,0.67,0.42
960,NEOGEN,2026-06-10,BULL,IS,1994.3353271484375,1894.62,1834.79,-1.0,0.1146,1.1146,SL_HIT,TIMEOUT,0.95,0.59,1.33,0.94
961,NETWEB,2025-10-28,BEAR,IS,4206.7998046875,3996.46,3870.26,-1.0,-1.0364,-0.0364,SL_HIT,SL_HIT,0.35,0.22,1.43,1.35
962,NETWEB,2026-02-26,BEAR,IS,3697.60009765625,3512.72,3401.79,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.61,1.0,0.29,0.18
963,NETWEB,2026-05-05,BULL,IS,4178.10009765625,3969.2,3843.85,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.5,0.94,0.94,1.08
964,NETWEB,2026-05-06,BULL,IS,4368.39990234375,4149.98,4018.93,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.57,0.35,1.77,1.11
965,NETWEB,2026-06-09,BULL,IS,4428.2001953125,4206.79,4073.94,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.71,1.07
966,NETWEB,2026-08-13,OOS,OOS,5181.0,4921.95,4766.52,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.44,1.52,0.73,0.46
967,NETWEB,2026-08-18,OOS,OOS,5354.5,5086.77,4926.14,-1.0,0.5,1.5,SL_HIT,BE_EXIT,0.0,1.07,1.23,0.77
968,NETWORK18,2025-03-26,BULL,IS,1323.814700883822,1257.62,1277.48,1.3317,1.75,0.4183,TIMEOUT,FULL_TARGET,1.75,2.5,0.0,0.0
969,NETWORK18,2025-04-24,BULL,IS,1452.1887623385842,1379.58,1401.36,-0.525,-0.75,-0.225,TIMEOUT,TIMEOUT,0.2,0.29,0.65,0.92
970,NETWORK18,2025-05-02,BULL,IS,1443.521416895217,1371.35,1393.0,-1.0219,-1.4598,-0.4379,SL_HIT,SL_HIT,0.02,0.02,1.11,1.58
971,NETWORK18,2025-05-12,BULL,IS,1441.1419247318129,1369.08,1390.7,-1.0,-1.415,-0.415,SL_HIT,SL_HIT,0.0,0.0,1.08,1.54
972,NEULANDLAB,2025-10-30,BEAR,IS,16158.0,15350.1,15285.39,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,4.44,4.11,0.08,0.08
973,NEULANDLAB,2025-10-31,BEAR,IS,16473.0,15649.35,15645.51,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.97,3.96,0.0,0.0
974,NEULANDLAB,2025-11-03,SIDEWAYS,IS,17159.0,16301.05,16308.37,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.02,3.04,0.05,0.05
975,NEULANDLAB,2025-11-07,SIDEWAYS,IS,17837.0,16945.15,16852.4,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.14,1.94,0.83,0.75
976,NEWGEN,2025-10-28,BEAR,IS,985.5170288085938,936.24,934.91,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.91,0.89,1.28,1.24
977,NHPC,2025-12-22,SIDEWAYS,IS,2364.604152811353,2246.37,2281.84,1.0303,1.2576,0.2273,TIMEOUT,TIMEOUT,1.64,2.34,0.5,0.72
978,NIITMTS,2025-12-04,SIDEWAYS,IS,392.1000061035156,372.5,366.18,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.14,0.11,1.33,1.01
979,NIITMTS,2025-12-19,SIDEWAYS,IS,420.8999938964844,399.85,387.23,0.5,-0.401,-0.901,BE_EXIT,TIMEOUT,1.09,0.68,0.42,0.96
980,NLCINDIA,2026-04-16,BULL,IS,297.75,282.86,277.17,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.4,1.01,0.17,0.12
981,NLCINDIA,2026-05-07,BULL,IS,328.70001220703125,312.27,307.29,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.47,0.36,1.36,1.04
982,NMDC,2025-03-24,BULL,IS,888.4049272628088,843.98,857.31,1.0726,1.3181,0.2455,TIMEOUT,TIMEOUT,1.29,1.84,0.0,0.0
983,NMDC,2025-03-25,BULL,IS,902.309505553596,857.19,870.73,0.7398,1.0285,0.2887,TIMEOUT,TIMEOUT,0.96,1.38,0.12,0.17
984,NMDC,2025-06-20,BULL,IS,1108.21250944396,1052.8,1069.43,0.5163,0.7377,0.2214,TIMEOUT,TIMEOUT,0.66,0.95,0.2,0.28
985,NMDC,2025-06-24,BULL,IS,1121.2020144361043,1065.14,1081.96,0.7059,1.0043,0.2984,TIMEOUT,TIMEOUT,0.72,1.03,0.43,0.61
986,NMDC,2025-07-14,BEAR,IS,1150.9548346118377,1093.41,1110.67,-0.0925,-1.0552,-0.9627,TIMEOUT,SL_HIT,0.39,0.33,0.92,1.06
987,NMDC,2025-07-15,BEAR,IS,1160.778312130271,1102.74,1120.15,-1.0,-1.0344,-0.0344,SL_HIT,SL_HIT,0.06,0.09,1.06,1.17
988,NMDC,2025-08-01,BEAR,IS,1167.7141231945943,1109.33,1126.84,-1.0,-1.1545,-0.1545,SL_HIT,SL_HIT,0.04,0.06,1.04,1.19
989,NMDC,2025-10-16,BEAR,IS,1321.6028289484386,1255.52,1275.35,0.3246,0.3831,0.0585,TIMEOUT,BE_EXIT,0.95,1.36,0.18,0.25
990,NMDC,2025-10-22,BEAR,IS,1340.2533562175759,1273.24,1293.34,-0.4635,-0.6621,-0.1986,TIMEOUT,TIMEOUT,0.66,0.94,0.55,0.79
