symbol,pattern,detector_source,signal_date,year,period,regime,score,entry,stop,target,risk_pct,clv,rvol,upper_wick_pct,pass_rvol_hard,pass_clv_hard,pass_wick_hard,pass_score_hard,pass_hardened,outcome,r_multiple,holding_bars,pnl_pct,mfe,mae,exit_date,exit_price,exit_reason
KRISHANA,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2025-12-15,2025,VAL_2025,SIDEWAYS,75.0,106.37,102.86,111.63,3.3,0.82,1.52,0.18,True,True,True,True,True,LOSS,-1.0,3,-3.3,0.86,1.15,2025-12-17,102.8632589089684,STOP_LOSS
KRISHANA,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-12-22,2025,VAL_2025,SIDEWAYS,75.0,107.67,104.04,113.11,3.37,0.86,1.63,0.14,True,True,True,True,True,LOSS,-1.0,7,-3.37,0.67,1.2,2025-12-31,104.04485982892126,STOP_LOSS
KRISHANA,SHAKEOUT_RECLAIM,TECHNICAL_SCANNER,2025-12-22,2025,VAL_2025,SIDEWAYS,89.0,107.67,101.21,117.36,6.0,0.86,1.63,0.14,True,True,True,True,True,LOSS,-1.0,13,-6.0,0.38,1.2,2026-01-08,101.21,STOP_LOSS
KRISHANA,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2025-12-22,2025,VAL_2025,SIDEWAYS,75.0,107.67,104.04,113.11,3.37,0.86,1.63,0.14,True,True,True,True,True,LOSS,-1.0,7,-3.37,0.67,1.2,2025-12-31,104.04485982892126,STOP_LOSS
KRISHANA,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2026-01-21,2026,OOS_2026,BEAR,75.0,94.02,90.85,98.78,3.37,0.92,1.53,0.08,True,True,True,True,True,WIN,1.5,1,5.06,1.55,0.15,2026-01-21,98.77797438113927,TARGET_1
KRISHANA,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-02-11,2026,OOS_2026,SIDEWAYS,75.0,104.07,100.53,109.4,3.41,0.78,1.79,0.22,True,True,True,True,True,LOSS,-1.0,3,-3.41,0.78,1.73,2026-02-15,100.52572179112644,STOP_LOSS
KRISHANA,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-02-11,2026,OOS_2026,SIDEWAYS,75.0,104.07,100.53,109.4,3.41,0.78,1.79,0.22,True,True,True,True,True,LOSS,-1.0,3,-3.41,0.78,1.73,2026-02-15,100.52572179112644,STOP_LOSS
KRISHANA,WYCKOFF_SPRING_TYPE_2,TECHNICAL_SCANNER,2026-02-11,2026,OOS_2026,SIDEWAYS,89.0,104.07,97.83,113.44,6.0,0.78,1.79,0.22,True,True,True,True,True,LOSS,-1.0,12,-6.0,0.54,1.2,2026-02-26,97.83,STOP_LOSS
KRISHANA,DOUBLE_BOTTOM,TECHNICAL_SCANNER,2026-03-10,2026,OOS_2026,SIDEWAYS,84.0,99.79,94.58,107.6,5.22,0.97,1.46,0.03,True,True,True,True,True,LOSS,-1.0,3,-5.22,0.37,1.08,2026-03-12,94.58,STOP_LOSS
KRISHANA,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-04-02,2026,OOS_2026,SIDEWAYS,75.0,107.76,101.04,117.84,6.23,0.91,4.39,0.09,True,True,True,True,True,WIN,1.5,3,9.35,1.96,0.0,2026-04-07,117.83597636316068,TARGET_1
KRISHANA,MULTI_MONTH_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-04-02,2026,OOS_2026,SIDEWAYS,75.0,107.76,101.04,117.84,6.23,0.91,4.39,0.09,True,True,True,True,True,WIN,1.5,3,9.35,1.96,0.0,2026-04-07,117.83597636316068,TARGET_1
KRISHANA,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2026-04-02,2026,OOS_2026,SIDEWAYS,97.0,107.76,104.23,113.06,3.28,0.91,4.39,0.09,True,True,True,True,True,WIN,1.5,1,4.92,1.85,0.0,2026-04-05,113.06,TARGET_1
KRISHANA,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-04-02,2026,OOS_2026,SIDEWAYS,75.0,107.76,103.28,114.48,4.16,0.91,4.39,0.09,True,True,True,True,True,WIN,1.5,2,6.23,1.81,0.0,2026-04-06,114.47757514379983,TARGET_1
KRISHANA,CUP_AND_HANDLE,EXTENDED_LIBRARY,2026-04-08,2026,OOS_2026,BULL,75.0,119.7,114.83,127.0,4.07,0.76,3.12,0.24,True,True,True,True,True,LOSS,-1.0,2,-4.07,0.82,1.39,2026-04-09,114.83374994086147,STOP_LOSS
KRISHANA,BULL_FLAG,EXTENDED_LIBRARY,2026-04-27,2026,OOS_2026,BULL,75.0,137.27,131.14,146.47,4.47,0.83,2.58,0.17,True,True,True,True,True,LOSS,-1.0,2,-4.47,0.56,2.87,2026-04-28,131.13516843366497,STOP_LOSS
KRISHANA,BULL_FLAG,TECHNICAL_SCANNER,2026-04-27,2026,OOS_2026,BULL,92.0,137.27,129.03,149.63,6.0,0.83,2.58,0.17,True,True,True,True,True,LOSS,-1.0,2,-6.0,0.42,2.13,2026-04-28,129.03,STOP_LOSS
KRISHANA,PENNANT_CONVERGENCE,EXTENDED_LIBRARY,2026-04-27,2026,OOS_2026,BULL,75.0,137.27,131.14,146.47,4.47,0.83,2.58,0.17,True,True,True,True,True,LOSS,-1.0,2,-4.47,0.56,2.87,2026-04-28,131.13516843366497,STOP_LOSS
KRISHANA,BULL_PENNANT,TECHNICAL_SCANNER,2026-05-21,2026,OOS_2026,BULL,88.0,140.4,131.97,153.04,6.0,0.95,1.62,0.05,True,True,True,True,True,LOSS,-1.0,2,-6.0,0.38,1.2,2026-05-24,131.97,STOP_LOSS
KRISHANA,FALLING_WEDGE_REVERSAL,EXTENDED_LIBRARY,2026-06-24,2026,OOS_2026,BULL,75.0,146.79,141.96,154.03,3.29,0.91,7.67,0.09,True,True,True,True,True,LOSS,-1.0,3,-3.29,0.6,3.06,2026-06-28,141.9615462618362,STOP_LOSS
KRISHANA,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-06-24,2026,OOS_2026,BULL,75.0,146.79,139.55,157.65,4.93,0.91,7.67,0.09,True,True,True,True,True,LOSS,-1.0,3,-4.93,0.4,2.04,2026-06-28,139.54732274968788,STOP_LOSS
KRISHANA,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2026-06-24,2026,OOS_2026,BULL,98.0,146.79,139.29,158.04,5.11,0.91,7.67,0.09,True,True,True,True,True,LOSS,-1.0,3,-5.11,0.39,1.97,2026-06-28,139.29,STOP_LOSS
KRISHANA,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-06-24,2026,OOS_2026,BULL,75.0,146.79,141.96,154.03,3.29,0.91,7.67,0.09,True,True,True,True,True,LOSS,-1.0,3,-3.29,0.6,3.06,2026-06-28,141.9615462618362,STOP_LOSS
KRISHANA,VCP_CONTRACTION,EXTENDED_LIBRARY,2026-06-24,2026,OOS_2026,BULL,75.0,146.79,141.96,154.03,3.29,0.91,7.67,0.09,True,True,True,True,True,LOSS,-1.0,3,-3.29,0.6,3.06,2026-06-28,141.9615462618362,STOP_LOSS
KRISHANA,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-07-22,2026,OOS_2026,BULL,75.0,143.65,136.97,153.67,4.65,0.76,1.97,0.24,True,True,True,True,True,WIN,1.5,1,6.97,2.06,0.03,2026-07-22,153.6692257320885,TARGET_1
KRISHANA,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-07-22,2026,OOS_2026,BULL,75.0,143.65,136.97,153.67,4.65,0.76,1.97,0.24,True,True,True,True,True,WIN,1.5,1,6.97,2.06,0.03,2026-07-22,153.6692257320885,TARGET_1
KRISHANA,WYCKOFF_SPRING_TYPE_2,TECHNICAL_SCANNER,2026-07-22,2026,OOS_2026,BULL,92.0,143.65,135.03,156.58,6.0,0.76,1.97,0.24,True,True,True,True,True,WIN,1.5,1,9.0,1.6,0.02,2026-07-22,156.58,TARGET_1
KRISHANA,MULTI_MONTH_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-07-23,2026,OOS_2026,BULL,75.0,155.75,144.95,171.95,6.93,0.88,2.89,0.12,True,True,True,True,True,WIN,1.5,4,10.4,1.69,0.57,2026-07-28,171.9473224234161,TARGET_1
KRISHANA,BULL_FLAG,TECHNICAL_SCANNER,2026-07-30,2026,OOS_2026,BULL,96.0,180.05,169.25,196.25,6.0,0.91,2.55,0.09,True,True,True,True,True,WIN,1.5,14,9.0,1.88,0.24,2026-08-18,196.25,TARGET_1
KRISHANA,CUP_AND_HANDLE,EXTENDED_LIBRARY,2026-07-30,2026,OOS_2026,BULL,75.0,180.05,171.07,193.52,4.99,0.91,2.55,0.09,True,True,True,True,True,WIN,1.5,1,7.48,1.54,0.07,2026-07-30,193.51625583008106,TARGET_1
KRISHNADEF,CUP_AND_HANDLE,EXTENDED_LIBRARY,2024-12-09,2024,IS_2024,SIDEWAYS,75.0,718.18,701.58,743.08,2.31,1.0,3.51,0.0,True,True,True,True,True,LOSS,-1.0,1,-2.31,1.83,2.16,2024-12-10,701.5782932739778,INTRABAR_AMBIGUITY_LOSS
KRISHNADEF,V_REVERSAL,TECHNICAL_SCANNER,2024-12-09,2024,IS_2024,SIDEWAYS,91.0,718.18,675.09,782.81,6.0,1.0,3.51,0.0,True,True,True,True,True,WIN,1.5,6,9.0,1.65,0.9,2024-12-17,782.81,TARGET_1
KRISHNADEF,MULTI_MONTH_BASE_BREAKOUT,EXTENDED_LIBRARY,2024-12-16,2024,IS_2024,BULL,75.0,769.54,731.13,827.16,4.99,0.98,2.47,0.02,True,True,True,True,True,LOSS,-1.0,3,-4.99,0.68,1.3,2024-12-19,731.1317537033542,STOP_LOSS
KRISHNADEF,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2024-12-16,2024,IS_2024,BULL,95.0,769.54,726.05,834.79,5.65,0.98,2.47,0.02,True,True,True,True,True,LOSS,-1.0,3,-5.65,0.6,1.15,2024-12-19,726.05,STOP_LOSS
KRISHNADEF,BULL_FLAG,EXTENDED_LIBRARY,2025-01-06,2025,VAL_2025,BULL,75.0,799.17,772.16,839.7,3.38,0.92,2.52,0.08,True,True,True,True,True,LOSS,-1.0,4,-3.38,1.12,1.32,2025-01-10,772.1609078062417,STOP_LOSS
KRISHNADEF,HIGHER_LOW_REVERSAL,TECHNICAL_SCANNER,2025-01-06,2025,VAL_2025,BULL,92.0,799.17,751.22,871.11,6.0,0.92,2.52,0.08,True,True,True,True,True,LOSS,-1.0,5,-6.0,0.63,1.51,2025-01-13,751.22,STOP_LOSS
KRISHNADEF,PENNANT_CONVERGENCE,EXTENDED_LIBRARY,2025-01-06,2025,VAL_2025,BULL,75.0,799.17,772.16,839.7,3.38,0.92,2.52,0.08,True,True,True,True,True,LOSS,-1.0,4,-3.38,1.12,1.32,2025-01-10,772.1609078062417,STOP_LOSS
KRISHNADEF,ASCENDING_TRIANGLE,EXTENDED_LIBRARY,2025-01-07,2025,VAL_2025,BULL,75.0,822.11,793.14,865.56,3.52,0.87,1.39,0.13,True,True,True,True,True,LOSS,-1.0,1,-3.52,0.05,1.12,2025-01-08,793.1422484152532,STOP_LOSS
KRISHNADEF,SHAKEOUT_RECLAIM,TECHNICAL_SCANNER,2025-03-07,2025,VAL_2025,SIDEWAYS,93.0,621.14,583.87,677.05,6.0,1.0,1.52,0.0,True,True,True,True,True,LOSS,-1.0,1,-6.0,0.36,1.25,2025-03-10,583.87,STOP_LOSS
KRISHNADEF,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2025-03-07,2025,VAL_2025,SIDEWAYS,75.0,621.14,576.22,688.52,7.23,1.0,1.52,0.0,True,True,True,True,True,LOSS,-1.0,1,-7.23,0.3,1.04,2025-03-10,576.220743979521,STOP_LOSS
KRISHNADEF,FALLING_WEDGE_REVERSAL,EXTENDED_LIBRARY,2025-03-21,2025,VAL_2025,SIDEWAYS,75.0,692.3,648.36,758.2,6.35,1.0,2.43,0.0,True,True,True,True,True,LOSS,-1.0,2,-6.35,0.69,1.09,2025-03-25,648.3581457575319,STOP_LOSS
KRISHNADEF,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-03-21,2025,VAL_2025,SIDEWAYS,75.0,692.3,648.36,758.2,6.35,1.0,2.43,0.0,True,True,True,True,True,LOSS,-1.0,2,-6.35,0.69,1.09,2025-03-25,648.3581457575319,STOP_LOSS
KRISHNADEF,HIGHER_LOW_REVERSAL,TECHNICAL_SCANNER,2025-04-03,2025,VAL_2025,BULL,92.0,768.3,722.2,837.44,6.0,0.87,2.56,0.13,True,True,True,True,True,LOSS,-1.0,1,-6.0,0.0,1.27,2025-04-04,722.2,STOP_LOSS
KRISHNADEF,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-05-13,2025,VAL_2025,BULL,75.0,848.69,793.81,931.02,6.47,0.8,1.54,0.2,True,True,True,True,True,WIN,1.5,1,9.7,1.85,0.0,2025-05-14,931.0225020974383,TARGET_1
KRISHNADEF,SHAKEOUT_RECLAIM,TECHNICAL_SCANNER,2025-05-13,2025,VAL_2025,BULL,85.0,848.69,797.77,925.08,6.0,0.8,1.54,0.2,True,True,True,True,True,WIN,1.5,1,9.0,2.0,0.0,2025-05-14,925.08,TARGET_1
KRISHNADEF,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-06-05,2025,VAL_2025,BULL,75.0,942.13,887.19,1024.54,5.83,0.89,2.26,0.11,True,True,True,True,True,WIN,1.5,1,8.75,1.54,0.0,2025-06-06,1024.538457831334,TARGET_1
KRISHNADEF,V_REVERSAL,TECHNICAL_SCANNER,2025-06-05,2025,VAL_2025,BULL,94.0,942.13,885.6,1026.93,6.0,0.89,2.26,0.11,True,True,True,True,True,LOSS,-1.0,6,-6.0,1.5,1.18,2025-06-13,885.6,STOP_LOSS
KRISHNADEF,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2025-09-12,2025,VAL_2025,SIDEWAYS,75.0,820.1,795.61,856.84,2.99,0.84,3.02,0.16,True,True,True,True,True,WIN,1.5,1,4.48,1.73,0.0,2025-09-15,856.8351989178702,TARGET_1
KRISHNADEF,SHAKEOUT_RECLAIM,TECHNICAL_SCANNER,2025-09-12,2025,VAL_2025,SIDEWAYS,94.0,820.1,770.89,893.91,6.0,0.84,3.02,0.16,True,True,True,True,True,LOSS,-1.0,12,-6.0,0.86,1.02,2025-09-30,770.89,STOP_LOSS
KRISHNADEF,FALLING_WEDGE_REVERSAL,EXTENDED_LIBRARY,2025-11-14,2025,VAL_2025,SIDEWAYS,75.0,846.25,817.84,888.86,3.36,0.78,5.63,0.22,True,True,True,True,True,LOSS,-1.0,1,-3.36,1.25,1.43,2025-11-17,817.8433419715108,STOP_LOSS
KRISHNADEF,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2025-11-14,2025,VAL_2025,SIDEWAYS,75.0,846.25,803.64,910.16,5.04,0.78,5.63,0.22,True,True,True,True,True,LOSS,-1.0,2,-5.04,0.83,1.43,2025-11-18,803.6400129572661,STOP_LOSS
KRISHNADEF,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-11-14,2025,VAL_2025,SIDEWAYS,75.0,846.25,817.84,888.86,3.36,0.78,5.63,0.22,True,True,True,True,True,LOSS,-1.0,1,-3.36,1.25,1.43,2025-11-17,817.8433419715108,STOP_LOSS
KRISHNADEF,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2025-11-14,2025,VAL_2025,SIDEWAYS,75.0,846.25,817.84,888.86,3.36,0.78,5.63,0.22,True,True,True,True,True,LOSS,-1.0,1,-3.36,1.25,1.43,2025-11-17,817.8433419715108,STOP_LOSS
KRISHNADEF,BULL_FLAG,EXTENDED_LIBRARY,2026-01-05,2026,OOS_2026,BULL,75.0,862.6,824.42,919.86,4.43,0.76,3.87,0.24,True,True,True,True,True,WIN,1.5,1,6.64,2.42,0.33,2026-01-06,919.8630115577207,TARGET_1
KRISHNADEF,CUP_AND_HANDLE,EXTENDED_LIBRARY,2026-01-05,2026,OOS_2026,BULL,75.0,862.6,824.42,919.86,4.43,0.76,3.87,0.24,True,True,True,True,True,WIN,1.5,1,6.64,2.42,0.33,2026-01-06,919.8630115577207,TARGET_1
KRISHNADEF,DOUBLE_BOTTOM,TECHNICAL_SCANNER,2026-01-05,2026,OOS_2026,BULL,89.0,862.6,820.8,925.3,4.85,0.76,3.87,0.24,True,True,True,True,True,WIN,1.5,1,7.27,2.21,0.3,2026-01-06,925.3,TARGET_1
KRISHNADEF,PENNANT_CONVERGENCE,EXTENDED_LIBRARY,2026-01-05,2026,OOS_2026,BULL,75.0,862.6,824.42,919.86,4.43,0.76,3.87,0.24,True,True,True,True,True,WIN,1.5,1,6.64,2.42,0.33,2026-01-06,919.8630115577207,TARGET_1
KRISHNADEF,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-01-05,2026,OOS_2026,BULL,75.0,862.6,824.42,919.86,4.43,0.76,3.87,0.24,True,True,True,True,True,WIN,1.5,1,6.64,2.42,0.33,2026-01-06,919.8630115577207,TARGET_1
KRISHNADEF,V_REVERSAL,TECHNICAL_SCANNER,2026-02-18,2026,OOS_2026,BULL,86.0,1129.6,1061.82,1231.27,6.0,0.85,1.77,0.15,True,True,True,True,True,LOSS,-1.0,3,-6.0,1.04,1.47,2026-02-23,1061.82,STOP_LOSS
KRISHNADEF,CUP_HANDLE,TECHNICAL_SCANNER,2026-05-07,2026,OOS_2026,BULL,95.0,1146.6,1077.8,1249.8,6.0,0.87,2.63,0.13,True,True,True,True,True,WIN,1.5,2,9.0,2.42,0.0,2026-05-11,1249.8,TARGET_1
KRISHNADEF,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-05-19,2026,OOS_2026,BULL,75.0,1171.6,1095.62,1285.56,6.48,0.82,1.5,0.18,True,True,True,True,True,WIN,1.5,2,9.73,1.68,0.55,2026-05-21,1285.564335202911,TARGET_1
KRISHNADEF,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-06-09,2026,OOS_2026,BULL,75.0,1240.8,1166.43,1352.36,5.99,0.83,1.37,0.17,True,True,True,True,True,LOSS,-1.0,2,-5.99,0.63,1.11,2026-06-11,1166.4289603641214,STOP_LOSS
KRN,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-11-19,2025,VAL_2025,SIDEWAYS,75.0,866.35,838.16,908.63,3.25,0.81,6.14,0.19,True,True,True,True,True,LOSS,-1.0,1,-3.25,0.09,1.29,2025-11-19,838.1609090934033,STOP_LOSS
KRN,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2026-01-01,2026,OOS_2026,BEAR,75.0,743.85,721.96,776.69,2.94,0.87,1.43,0.13,True,True,True,True,True,WIN,1.5,1,4.41,2.88,0.08,2026-01-01,776.6866482044861,TARGET_1
KRN,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2026-01-01,2026,OOS_2026,BEAR,75.0,743.85,721.96,776.69,2.94,0.87,1.43,0.13,True,True,True,True,True,WIN,1.5,1,4.41,2.88,0.08,2026-01-01,776.6866482044861,TARGET_1
KRN,BULL_FLAG,EXTENDED_LIBRARY,2026-02-18,2026,OOS_2026,SIDEWAYS,75.0,790.2,755.9,841.66,4.34,0.86,3.21,0.14,True,True,True,True,True,WIN,1.5,2,6.51,3.49,0.4,2026-02-19,841.6560998110781,TARGET_1
KRN,CUP_HANDLE,TECHNICAL_SCANNER,2026-02-18,2026,OOS_2026,SIDEWAYS,92.0,790.2,742.79,861.32,6.0,0.86,3.21,0.14,True,True,True,True,True,WIN,1.5,2,9.0,2.52,0.29,2026-02-19,861.32,TARGET_1
KRN,CUP_AND_HANDLE,EXTENDED_LIBRARY,2026-02-20,2026,OOS_2026,BULL,75.0,879.1,838.15,940.53,4.66,0.77,14.85,0.23,True,True,True,True,True,WIN,1.5,1,6.99,1.58,0.0,2026-02-22,940.5309962502289,TARGET_1
KRN,BULL_FLAG,EXTENDED_LIBRARY,2026-02-24,2026,OOS_2026,BULL,75.0,946.25,902.88,1011.3,4.58,0.78,3.88,0.22,True,True,True,True,True,WIN,1.5,1,6.87,1.7,0.15,2026-02-24,1011.3004743282626,TARGET_1
KRN,V_REVERSAL,TECHNICAL_SCANNER,2026-02-24,2026,OOS_2026,BULL,85.0,946.25,889.47,1031.42,6.0,0.78,3.88,0.22,True,True,True,True,True,WIN,1.5,2,9.0,1.51,0.11,2026-02-25,1031.42,TARGET_1
KRN,V_REVERSAL,TECHNICAL_SCANNER,2026-04-13,2026,OOS_2026,BULL,88.0,1050.05,987.05,1144.55,6.0,0.86,4.16,0.14,True,True,True,True,True,WIN,1.5,2,9.0,2.82,0.0,2026-04-15,1144.55,TARGET_1
KRN,BULL_FLAG,EXTENDED_LIBRARY,2026-04-16,2026,OOS_2026,BULL,75.0,1205.4,1148.08,1291.38,4.76,0.78,2.53,0.22,True,True,True,True,True,WIN,1.5,2,7.13,1.89,0.0,2026-04-19,1291.3811268739453,TARGET_1
KRN,SHAKEOUT_RECLAIM,TECHNICAL_SCANNER,2026-06-29,2026,OOS_2026,BULL,93.0,1250.5,1175.47,1363.05,6.0,1.0,1.55,0.0,True,True,True,True,True,LOSS,-0.08,20,-0.47,0.91,0.93,2026-07-26,1244.5999755859375,TIMEOUT_20D
KRN,CUP_AND_HANDLE,EXTENDED_LIBRARY,2026-07-15,2026,OOS_2026,BULL,75.0,1285.5,1234.17,1362.49,3.99,1.0,2.17,0.0,True,True,True,True,True,LOSS,-1.0,2,-3.99,0.65,1.16,2026-07-16,1234.1719088565455,STOP_LOSS
KRN,HIGHER_LOW_REVERSAL,TECHNICAL_SCANNER,2026-07-15,2026,OOS_2026,BULL,93.0,1285.5,1208.37,1401.2,6.0,1.0,2.17,0.0,True,True,True,True,True,LOSS,-1.0,7,-6.0,0.43,1.11,2026-07-23,1208.37,STOP_LOSS
KRN,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-07-15,2026,OOS_2026,BULL,75.0,1285.5,1234.17,1362.49,3.99,1.0,2.17,0.0,True,True,True,True,True,LOSS,-1.0,2,-3.99,0.65,1.16,2026-07-16,1234.1719088565455,STOP_LOSS
KRN,VCP_CONTRACTION,EXTENDED_LIBRARY,2026-07-15,2026,OOS_2026,BULL,75.0,1285.5,1234.17,1362.49,3.99,1.0,2.17,0.0,True,True,True,True,True,LOSS,-1.0,2,-3.99,0.65,1.16,2026-07-16,1234.1719088565455,STOP_LOSS
KRN,FALLING_WEDGE_REVERSAL,EXTENDED_LIBRARY,2026-08-11,2026,OOS_2026,SIDEWAYS,75.0,1287.7,1242.82,1355.02,3.49,1.0,2.57,0.0,True,True,True,True,True,WIN,1.5,2,5.23,2.47,0.0,2026-08-12,1355.0212124432474,TARGET_1
KRN,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-08-11,2026,OOS_2026,SIDEWAYS,75.0,1287.7,1242.82,1355.02,3.49,1.0,2.57,0.0,True,True,True,True,True,WIN,1.5,2,5.23,2.47,0.0,2026-08-12,1355.0212124432474,TARGET_1
KRN,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-08-11,2026,OOS_2026,SIDEWAYS,75.0,1287.7,1242.82,1355.02,3.49,1.0,2.57,0.0,True,True,True,True,True,WIN,1.5,2,5.23,2.47,0.0,2026-08-12,1355.0212124432474,TARGET_1
KSB,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2025-11-25,2025,VAL_2025,BEAR,75.0,744.57,721.68,778.9,3.07,0.83,1.57,0.17,True,True,True,True,True,WIN,1.5,3,4.61,1.65,0.77,2025-11-27,778.904706824833,TARGET_1
KSB,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-01-07,2026,OOS_2026,BEAR,75.0,749.45,726.07,784.52,3.12,0.75,1.73,0.25,True,True,True,True,True,LOSS,-1.0,4,-3.12,0.9,1.02,2026-01-12,726.0696170779812,STOP_LOSS
KSB,WYCKOFF_SPRING_TYPE_2,TECHNICAL_SCANNER,2026-01-07,2026,OOS_2026,BEAR,86.0,749.45,707.68,812.1,5.57,0.75,1.73,0.25,True,True,True,True,True,LOSS,-1.0,9,-5.57,0.51,1.22,2026-01-19,707.68,STOP_LOSS
KSB,V_REVERSAL,TECHNICAL_SCANNER,2026-06-05,2026,OOS_2026,BEAR,91.0,814.1,765.25,887.37,6.0,0.85,1.93,0.15,True,True,True,True,True,WIN,1.5,9,9.0,1.54,0.41,2026-06-17,887.37,TARGET_1
KSB,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2026-06-09,2026,OOS_2026,BEAR,75.0,818.75,790.18,861.61,3.49,0.91,1.51,0.09,True,True,True,True,True,WIN,1.5,4,5.24,1.81,0.65,2026-06-14,861.6122098271283,TARGET_1
KSB,BULL_FLAG,EXTENDED_LIBRARY,2026-06-22,2026,OOS_2026,SIDEWAYS,75.0,947.8,918.25,992.13,3.12,0.79,2.48,0.21,True,True,True,True,True,LOSS,-1.0,11,-3.12,0.88,1.13,2026-07-06,918.2491058129102,STOP_LOSS
KSB,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-06-22,2026,OOS_2026,SIDEWAYS,75.0,947.8,918.25,992.13,3.12,0.79,2.48,0.21,True,True,True,True,True,LOSS,-1.0,11,-3.12,0.88,1.13,2026-07-06,918.2491058129102,STOP_LOSS
KSCL,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2025-10-01,2025,VAL_2025,BULL,75.0,1476.93,1447.2,1521.52,2.01,1.0,1.56,0.0,True,True,True,True,True,WIN,1.5,5,3.02,1.59,0.1,2025-10-08,1521.5175682757654,TARGET_1
KSCL,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2025-10-01,2025,VAL_2025,BULL,96.0,1476.93,1421.21,1560.5,3.77,1.0,1.56,0.0,True,True,True,True,True,WIN,1.5,7,5.66,1.85,0.05,2025-10-10,1560.5,TARGET_1
KSCL,ASCENDING_TRIANGLE,EXTENDED_LIBRARY,2025-11-03,2025,VAL_2025,BULL,75.0,1602.75,1579.67,1637.38,1.44,0.9,1.65,0.1,True,True,True,True,True,WIN,1.5,3,2.16,2.22,0.29,2025-11-06,1637.3812367959401,TARGET_1
KSCL,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2025-11-03,2025,VAL_2025,BULL,75.0,1602.75,1568.12,1654.7,2.16,0.9,1.65,0.1,True,True,True,True,True,WIN,1.5,5,3.24,1.78,0.19,2025-11-10,1654.6960099346738,TARGET_1
KSCL,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2025-11-03,2025,VAL_2025,BULL,94.0,1602.75,1545.41,1688.76,3.58,0.9,1.65,0.1,True,True,True,True,True,WIN,1.5,9,5.37,1.61,0.12,2025-11-14,1688.76,TARGET_1
KSCL,DOUBLE_BOTTOM,TECHNICAL_SCANNER,2026-03-06,2026,OOS_2026,SIDEWAYS,93.0,1462.46,1403.48,1550.92,4.03,0.9,1.57,0.1,True,True,True,True,True,LOSS,-1.0,9,-4.03,0.14,1.01,2026-03-19,1403.48,STOP_LOSS
KSCL,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-04-17,2026,OOS_2026,BULL,75.0,1509.03,1486.17,1543.33,1.52,0.75,1.61,0.25,True,True,True,True,True,LOSS,-1.0,1,-1.52,0.0,1.09,2026-04-20,1486.1651201915913,STOP_LOSS
