scanner,ctype,combo,be,n,wr,er,pf,mdd,r5,lock_n,lock_er,lock_pf,dwr,der,ci_lo,ci_hi,adv_er,sev_er,v511_wr,v511_er,v58_wr,v58_er
MULTITF_1H,SINGLE,F3_SECTOR,0.8,3604,37.65,0.0788,1.15,189.71,0.0,2517,0.0848,1.165,1.07,-0.0022,0.0345,0.123,0.0263,-0.0262,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F3_SECTOR,1.0,3604,37.65,0.067,1.124,189.71,0.0,2517,0.0711,1.134,1.07,-0.014,0.0226,0.1114,0.0145,-0.038,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F3_SECTOR,1.5,3604,37.65,0.038,1.067,189.71,0.0,2517,0.0407,1.073,1.07,-0.043,-0.0069,0.0829,-0.0145,-0.067,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL15,0.0,2749,36.96,-0.0527,0.918,252.23,0.0,1919,-0.0319,0.949,0.38,-0.1337,-0.1049,-0.0005,-0.1052,-0.1577,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL15,0.5,2749,36.96,0.0823,1.161,197.86,0.0,1919,0.0977,1.196,0.38,0.0013,0.0324,0.1323,0.0298,-0.0227,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL15,0.8,2749,36.96,0.0649,1.123,205.86,0.0,1919,0.0811,1.157,0.38,-0.0161,0.0146,0.1151,0.0124,-0.0401,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL15,1.0,2749,36.96,0.0527,1.098,205.86,0.0,1919,0.0735,1.141,0.38,-0.0283,0.0022,0.1032,0.0002,-0.0523,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL15,1.5,2749,36.96,0.0218,1.038,223.06,0.0,1919,0.0423,1.076,0.38,-0.0592,-0.0293,0.0728,-0.0307,-0.0832,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL20,0.0,1435,36.24,-0.0905,0.863,174.06,0.0,1006,-0.0263,0.958,-0.34,-0.1715,-0.1618,-0.0191,-0.143,-0.1955,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL20,0.5,1435,36.24,0.0492,1.094,149.35,0.0,1006,0.1052,1.21,-0.34,-0.0318,-0.0191,0.1174,-0.0033,-0.0558,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL20,0.8,1435,36.24,0.0314,1.058,157.13,0.0,1006,0.0839,1.16,-0.34,-0.0496,-0.0373,0.1001,-0.0211,-0.0736,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL20,1.0,1435,36.24,0.0188,1.034,157.13,0.0,1006,0.0729,1.136,-0.34,-0.0622,-0.0502,0.0878,-0.0337,-0.0862,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F4_VOL20,1.5,1435,36.24,-0.0121,0.979,171.55,0.0,1006,0.0447,1.079,-0.34,-0.0931,-0.0819,0.0576,-0.0646,-0.1171,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F5_MTF,0.0,3933,36.44,-0.0791,0.879,407.98,0.0,2746,-0.0681,0.895,-0.14,-0.1601,-0.1224,-0.0359,-0.1316,-0.1841,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F5_MTF,0.5,3933,36.44,0.0568,1.109,289.44,0.0,2746,0.0645,1.125,-0.14,-0.0242,0.0154,0.0982,0.0043,-0.0482,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F5_MTF,0.8,3933,36.44,0.0393,1.073,289.44,0.0,2746,0.0482,1.091,-0.14,-0.0417,-0.0023,0.081,-0.0132,-0.0657,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F5_MTF,1.0,3933,36.44,0.0269,1.049,299.26,0.0,2746,0.0355,1.065,-0.14,-0.0541,-0.015,0.0688,-0.0256,-0.0781,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F5_MTF,1.5,3933,36.44,-0.004,0.993,307.24,0.0,2746,0.0084,1.015,-0.14,-0.085,-0.0463,0.0383,-0.0565,-0.109,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F6_BREADTH60,0.0,5104,38.01,-0.0263,0.959,297.9,0.0,3610,-0.056,0.912,1.43,-0.1073,-0.0648,0.0122,-0.0788,-0.1313,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F6_BREADTH60,0.5,5104,38.01,0.1077,1.214,272.4,0.0,3610,0.0814,1.163,1.43,0.0267,0.0709,0.1444,0.0552,0.0027,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F6_BREADTH60,0.8,5104,38.01,0.0897,1.172,276.4,0.0,3610,0.0646,1.125,1.43,0.0087,0.0527,0.1267,0.0372,-0.0153,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F6_BREADTH60,1.0,5104,38.01,0.0776,1.146,276.4,0.0,3610,0.0521,1.099,1.43,-0.0034,0.0404,0.1148,0.0251,-0.0274,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F6_BREADTH60,1.5,5104,38.01,0.0475,1.084,276.4,0.0,3610,0.0249,1.045,1.43,-0.0335,0.0099,0.0851,-0.005,-0.0575,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F7_VOLCOMP,0.0,3639,37.32,-0.0454,0.929,290.21,0.0,2532,-0.0286,0.954,0.74,-0.1264,-0.0907,-0.0,-0.0979,-0.1504,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F7_VOLCOMP,0.5,3639,37.32,0.089,1.175,213.88,0.0,2532,0.1024,1.206,0.74,0.008,0.0456,0.1324,0.0365,-0.016,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F7_VOLCOMP,0.8,3639,37.32,0.0712,1.135,213.88,0.0,2532,0.0867,1.17,0.74,-0.0098,0.0276,0.1149,0.0187,-0.0338,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F7_VOLCOMP,1.0,3639,37.32,0.0589,1.109,218.91,0.0,2532,0.0749,1.143,0.74,-0.0221,0.015,0.1027,0.0064,-0.0461,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F7_VOLCOMP,1.5,3639,37.32,0.0286,1.05,232.34,0.0,2532,0.044,1.079,0.74,-0.0524,-0.0157,0.0729,-0.0239,-0.0764,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F8_CLEANGAP,0.0,2691,36.64,-0.0765,0.882,225.86,0.0,1861,-0.0928,0.856,0.06,-0.1575,-0.1287,-0.0244,-0.129,-0.1815,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F8_CLEANGAP,0.5,2691,36.64,0.0581,1.113,194.97,0.0,1861,0.0401,1.078,0.06,-0.0229,0.0081,0.1081,0.0056,-0.0469,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F8_CLEANGAP,0.8,2691,36.64,0.0411,1.077,194.97,0.0,1861,0.0236,1.045,0.06,-0.0399,-0.0092,0.0914,-0.0114,-0.0639,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F8_CLEANGAP,1.0,2691,36.64,0.0285,1.052,194.97,0.0,1861,0.0129,1.024,0.06,-0.0525,-0.022,0.079,-0.024,-0.0765,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F8_CLEANGAP,1.5,2691,36.64,-0.0021,0.996,194.97,0.0,1861,-0.0141,0.975,0.06,-0.0831,-0.0531,0.049,-0.0546,-0.1071,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F9_EARLY,0.0,2963,36.65,-0.0633,0.903,248.61,0.0,2077,-0.0686,0.894,0.07,-0.1443,-0.1134,-0.0131,-0.1158,-0.1683,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F9_EARLY,0.5,2963,36.65,0.0729,1.141,180.82,0.0,2077,0.0652,1.128,0.07,-0.0081,0.0249,0.1208,0.0204,-0.0321,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F9_EARLY,0.8,2963,36.65,0.0545,1.102,180.82,0.0,2077,0.0506,1.096,0.07,-0.0265,0.0062,0.1028,0.002,-0.0505,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F9_EARLY,1.0,2963,36.65,0.042,1.077,197.41,0.0,2077,0.0385,1.072,0.07,-0.039,-0.0066,0.0905,-0.0105,-0.063,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F9_EARLY,1.5,2963,36.65,0.0111,1.019,200.64,0.0,2077,0.0075,1.013,0.07,-0.0699,-0.0379,0.0602,-0.0414,-0.0939,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F10_BODY,0.0,1458,36.15,-0.0675,0.897,140.55,0.0,1030,-0.0485,0.925,-0.43,-0.1485,-0.1391,0.004,-0.12,-0.1725,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F10_BODY,0.5,1458,36.15,0.0685,1.132,113.84,0.0,1030,0.0816,1.159,-0.43,-0.0125,-0.0,0.137,0.016,-0.0365,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F10_BODY,0.8,1458,36.15,0.052,1.097,113.84,0.0,1030,0.0679,1.129,-0.43,-0.029,-0.0169,0.1209,-0.0005,-0.053,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F10_BODY,1.0,1458,36.15,0.039,1.071,124.59,0.0,1030,0.0553,1.103,-0.43,-0.042,-0.0303,0.1082,-0.0135,-0.066,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F10_BODY,1.5,1458,36.15,0.0079,1.014,127.59,0.0,1030,0.0269,1.048,-0.43,-0.0731,-0.062,0.0779,-0.0446,-0.0971,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F11_PATH,0.0,3337,37.7,-0.0309,0.952,253.61,0.0,2319,-0.0371,0.942,1.12,-0.1119,-0.0788,0.0169,-0.0834,-0.1359,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F11_PATH,0.5,3337,37.7,0.1022,1.201,152.01,0.0,2319,0.0942,1.187,1.12,0.0212,0.0565,0.148,0.0497,-0.0028,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F11_PATH,0.8,3337,37.7,0.085,1.161,152.01,0.0,2319,0.081,1.157,1.12,0.004,0.0389,0.131,0.0325,-0.02,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F11_PATH,1.0,3337,37.7,0.0727,1.135,165.28,0.0,2319,0.0685,1.129,1.12,-0.0083,0.0264,0.119,0.0202,-0.0323,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F11_PATH,1.5,3337,37.7,0.0423,1.074,165.28,0.0,2319,0.039,1.07,1.12,-0.0387,-0.0045,0.089,-0.0102,-0.0627,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F12_MOM,0.0,1233,37.15,-0.0571,0.91,105.84,0.0,879,-0.0307,0.951,0.57,-0.1381,-0.1341,0.0198,-0.1096,-0.1621,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F12_MOM,0.5,1233,37.15,0.0765,1.152,89.05,0.0,879,0.0937,1.189,0.57,-0.0045,0.0029,0.15,0.024,-0.0285,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F12_MOM,0.8,1233,37.15,0.0602,1.116,89.05,0.0,879,0.0788,1.155,0.57,-0.0208,-0.0138,0.1342,0.0077,-0.0448,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F12_MOM,1.0,1233,37.15,0.048,1.09,92.17,0.0,879,0.0709,1.137,0.57,-0.033,-0.0263,0.1224,-0.0045,-0.057,36.58,0.081,36.58,-0.028
MULTITF_1H,SINGLE,F12_MOM,1.5,1233,37.15,0.0172,1.031,102.17,0.0,879,0.0402,1.073,0.57,-0.0638,-0.058,0.0924,-0.0353,-0.0878,36.58,0.081,36.58,-0.028
