event_id,session_date,symbol,regime,rvol_5m,clv_5m,oi_change_5m,max_mfe,s1_r,s2_r,s3_r,s4_r,s5_r
EVT_SC_006452,2023-02-02,TATASTEEL,BEAR,1.63,0.61,0.37,0.79,0.0,0.0,0.0,0.0,0.0
EVT_SC_006453,2023-02-02,NESTLEIND,BEAR,1.61,0.815,0.71,1.51,0.0,0.0,0.0,0.0,0.0
EVT_SC_006454,2023-02-02,BEL,BEAR,1.8,0.551,-0.48,1.58,0.0,0.0,0.0,0.0,0.0
EVT_SC_006455,2023-02-02,HINDUNILVR,BEAR,2.33,0.212,-1.86,2.94,2.205,0.0,0.0,0.0,0.0
EVT_SC_006456,2023-02-02,SUNPHARMA,BEAR,4.89,0.752,-1.81,2.52,1.89,1.008,0.0,1.85,0.0
EVT_SC_006457,2023-02-02,ADANIENT,BEAR,4.81,0.442,-0.86,3.91,2.933,0.0,0.0,0.0,0.0
EVT_SC_006458,2023-02-02,ABB,BEAR,4.98,0.424,-0.74,0.59,0.0,0.0,0.0,0.0,0.0
EVT_SC_006459,2023-02-02,POWERGRID,BEAR,0.89,0.85,-2.33,0.43,0.0,0.0,0.0,0.0,0.0
EVT_SC_006460,2023-02-02,TCS,BEAR,1.67,0.544,0.84,1.17,0.0,0.0,0.0,0.0,0.0
EVT_SC_006461,2023-02-02,ITC,BEAR,3.93,0.525,-1.93,1.09,0.0,0.0,0.0,0.0,0.0
EVT_SC_006462,2023-02-02,CHOLAFIN,BEAR,1.17,0.907,-2.39,1.67,0.0,0.0,0.0,0.0,0.0
EVT_SC_006463,2023-02-02,HDFCBANK,BEAR,4.83,0.765,0.36,3.43,0.0,2.846,0.0,1.85,0.0
EVT_SC_006464,2023-02-02,BAJFINANCE,BEAR,5.0,0.517,-2.04,1.3,0.0,0.0,0.0,0.0,0.0
EVT_SC_006465,2023-02-02,CIPLA,BEAR,4.28,0.254,0.54,3.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_006466,2023-02-02,DIXON,BEAR,1.37,0.679,-0.84,1.59,0.477,0.0,0.0,0.0,0.0
EVT_SC_006467,2023-02-02,TRENT,BEAR,2.17,0.211,-1.69,1.0,-1.0,0.0,0.0,0.0,0.0
EVT_SC_006468,2023-02-02,DLF,BEAR,0.93,0.482,0.13,0.97,0.0,0.0,0.0,0.0,0.0
EVT_SC_006469,2023-02-02,DRREDDY,BEAR,2.75,0.355,-0.72,4.36,3.2,0.0,0.0,0.0,0.0
EVT_SC_006470,2023-02-02,ICICIBANK,BEAR,2.55,0.417,0.53,3.42,0.0,0.0,0.0,0.0,0.0
EVT_SC_006471,2023-02-02,RELIANCE,BEAR,4.45,0.395,-0.55,1.14,0.0,0.0,0.0,0.0,0.0
EVT_SC_006472,2023-02-02,TECHM,BEAR,1.81,0.881,-0.58,1.17,-1.0,0.0,0.0,0.0,0.0
EVT_SC_006473,2023-02-02,TATAMOTORS,BEAR,5.18,0.524,-2.28,1.42,0.0,0.0,0.0,0.0,0.0
EVT_SC_006474,2023-02-02,HINDALCO,BEAR,3.23,0.719,0.06,4.89,0.0,3.547,2.967,1.85,0.0
EVT_SC_006475,2023-02-02,VBL,BEAR,3.83,0.207,-2.33,0.95,0.0,0.0,0.0,0.0,0.0
EVT_SC_006476,2023-02-02,GODREJPROP,BEAR,1.04,0.939,0.43,0.96,0.0,0.0,0.0,0.0,0.0
EVT_SC_006477,2023-02-02,BRITANNIA,BEAR,4.35,0.269,-0.17,3.92,0.0,0.0,0.0,0.0,0.0
EVT_SC_006478,2023-02-03,ONGC,BULL,5.05,0.515,0.28,0.82,0.0,0.0,0.0,0.0,0.0
EVT_SC_006479,2023-02-03,GODREJPROP,BULL,4.79,0.903,-0.23,3.33,0.0,2.798,0.0,0.0,0.0
EVT_SC_006480,2023-02-03,HAL,BULL,2.01,0.326,0.44,4.53,0.0,0.0,0.0,0.0,0.0
EVT_SC_006481,2023-02-03,SIEMENS,BULL,3.36,0.623,-1.64,3.05,2.287,0.0,0.0,0.0,0.0
EVT_SC_006482,2023-02-03,VEDL,BULL,5.0,0.811,0.36,3.27,0.0,2.77,2.481,0.0,0.0
EVT_SC_006483,2023-02-03,BRITANNIA,BULL,4.46,0.845,-2.46,3.61,2.708,2.933,0.0,1.85,0.0
EVT_SC_006484,2023-02-03,MARUTI,BULL,1.63,0.787,-1.15,0.96,-0.93,0.0,0.0,0.0,0.0
EVT_SC_006485,2023-02-03,DRREDDY,BULL,1.58,0.483,-2.15,1.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_006486,2023-02-03,BEL,BULL,5.5,0.623,-0.93,2.59,1.942,0.0,0.0,0.0,0.0
EVT_SC_006487,2023-02-03,DLF,BULL,2.02,0.732,-2.26,3.83,2.873,0.0,0.0,0.0,0.0
EVT_SC_006488,2023-02-03,PERSISTENT,BULL,4.63,0.851,0.88,4.68,0.0,3.446,0.0,1.85,0.0
EVT_SC_006489,2023-02-03,ICICIBANK,BULL,1.36,0.602,0.6,0.59,0.0,0.0,0.0,0.0,0.0
EVT_SC_006490,2023-02-03,ITC,BULL,3.6,0.929,0.4,0.76,0.0,-1.0,0.0,0.0,0.0
EVT_SC_006491,2023-02-03,POLYCAB,BULL,2.04,0.684,1.03,0.49,0.0,0.0,0.0,0.0,0.0
EVT_SC_006492,2023-02-03,HINDALCO,BULL,2.11,0.209,0.2,0.49,0.0,0.0,0.0,0.0,0.0
EVT_SC_006493,2023-02-03,NESTLEIND,BULL,4.9,0.666,0.64,1.13,0.0,0.0,0.0,0.0,0.0
EVT_SC_006494,2023-02-03,ADANIENT,BULL,0.85,0.921,-0.66,1.2,0.0,0.0,0.0,0.0,0.0
EVT_SC_006495,2023-02-03,TATAMOTORS,BULL,5.5,0.511,-0.73,3.74,2.805,0.0,0.0,0.0,0.0
EVT_SC_006496,2023-02-03,M&M,BULL,3.48,0.394,0.59,4.46,0.0,0.0,0.0,0.0,0.0
EVT_SC_006497,2023-02-03,SBIN,BULL,2.8,0.91,0.15,0.92,0.0,0.0,0.0,0.0,0.0
EVT_SC_006498,2023-02-03,CHOLAFIN,BULL,2.05,0.662,0.29,1.62,0.0,0.0,0.0,0.0,0.0
EVT_SC_006499,2023-02-03,CIPLA,BULL,4.31,0.872,1.13,4.65,0.0,3.432,0.0,0.0,0.0
EVT_SC_006500,2023-02-06,CHOLAFIN,NEUTRAL,2.71,0.909,0.52,4.34,0.0,0.0,0.0,1.85,0.0
EVT_SC_006501,2023-02-06,M&M,NEUTRAL,3.82,0.814,-1.5,3.38,2.535,2.822,0.0,1.85,0.0
EVT_SC_006502,2023-02-06,BHARTIARTL,NEUTRAL,4.46,0.847,0.31,2.76,0.0,1.104,0.966,1.85,0.0
EVT_SC_006503,2023-02-06,VEDL,NEUTRAL,1.81,0.253,0.75,1.18,0.0,0.0,0.0,0.0,0.0
EVT_SC_006504,2023-02-06,POLYCAB,NEUTRAL,1.89,0.427,-2.14,1.11,-1.04,0.0,0.0,0.0,0.0
EVT_SC_006505,2023-02-06,TITAN,NEUTRAL,3.3,0.9,-2.19,10.52,3.2,6.25,5.977,0.0,6.187
EVT_SC_006506,2023-02-06,VBL,NEUTRAL,2.44,0.299,-0.94,3.73,2.797,0.0,0.0,0.0,0.0
EVT_SC_006507,2023-02-06,TATAMOTORS,NEUTRAL,3.63,0.449,0.83,3.12,0.0,0.0,0.0,0.0,0.0
EVT_SC_006508,2023-02-06,POWERGRID,NEUTRAL,3.94,0.488,-1.6,0.82,0.0,0.0,0.0,0.0,0.0
EVT_SC_006509,2023-02-06,JSWSTEEL,NEUTRAL,5.31,0.438,-1.14,0.62,0.0,0.0,0.0,0.0,0.0
EVT_SC_006510,2023-02-06,ADANIPORTS,NEUTRAL,1.78,0.949,-0.15,0.83,0.0,0.0,0.0,0.0,0.0
EVT_SC_006511,2023-02-06,TCS,NEUTRAL,5.48,0.589,-1.25,1.51,0.0,0.0,0.0,0.0,0.0
EVT_SC_006512,2023-02-06,ONGC,NEUTRAL,4.9,0.675,0.52,3.6,0.0,2.928,0.0,0.0,0.0
EVT_SC_006513,2023-02-06,ABB,NEUTRAL,5.27,0.856,-1.75,9.48,3.2,5.75,5.623,5.266,5.813
EVT_SC_006514,2023-02-06,HINDUNILVR,NEUTRAL,4.43,0.839,1.07,2.74,0.0,1.096,0.0,1.85,0.0
EVT_SC_006515,2023-02-06,HAL,NEUTRAL,3.76,0.804,-1.99,6.26,3.2,4.205,4.528,0.0,4.654
EVT_SC_006516,2023-02-06,HDFCBANK,NEUTRAL,3.33,0.474,-1.65,1.18,-0.94,0.0,0.0,0.0,0.0
EVT_SC_006517,2023-02-06,COALINDIA,NEUTRAL,4.82,0.714,-0.69,4.2,3.15,3.216,0.0,1.85,0.0
EVT_SC_006518,2023-02-06,PERSISTENT,NEUTRAL,4.1,0.3,-1.07,1.19,0.357,0.0,0.0,0.0,0.0
EVT_SC_006519,2023-02-06,TRENT,NEUTRAL,2.15,0.699,-1.92,1.8,-0.99,0.0,0.0,0.0,0.0
EVT_SC_006520,2023-02-06,SUNPHARMA,NEUTRAL,5.39,0.746,0.93,1.78,0.0,-1.0,0.0,0.0,0.0
EVT_SC_006521,2023-02-06,DRREDDY,NEUTRAL,1.76,0.878,-0.41,0.53,0.0,0.0,0.0,0.0,0.0
EVT_SC_006522,2023-02-06,DLF,NEUTRAL,4.41,0.924,-1.22,2.77,2.078,1.108,0.0,1.85,0.0
EVT_SC_006523,2023-02-06,ICICIBANK,NEUTRAL,2.76,0.349,-1.3,4.11,3.083,0.0,0.0,0.0,0.0
EVT_SC_006524,2023-02-06,BEL,NEUTRAL,4.41,0.267,1.16,1.6,0.0,0.0,0.0,0.0,0.0
EVT_SC_006525,2023-02-06,COFORGE,NEUTRAL,3.76,0.522,-2.4,1.12,0.0,0.0,0.0,0.0,0.0
EVT_SC_006526,2023-02-07,M&M,BULL,0.86,0.805,-1.64,0.83,0.0,0.0,0.0,0.0,0.0
EVT_SC_006527,2023-02-07,ADANIPORTS,BULL,1.47,0.813,-0.81,1.61,-1.01,0.0,0.0,0.0,0.0
EVT_SC_006528,2023-02-07,TRENT,BULL,1.17,0.21,-1.37,0.91,0.0,0.0,0.0,0.0,0.0
EVT_SC_006529,2023-02-07,ADANIENT,BULL,5.28,0.422,-0.68,1.57,0.0,0.0,0.0,0.0,0.0
EVT_SC_006530,2023-02-07,COFORGE,BULL,1.34,0.747,0.8,1.24,0.0,0.0,0.0,0.0,0.0
EVT_SC_006531,2023-02-07,RELIANCE,BULL,4.41,0.357,-0.73,1.38,-1.01,0.0,0.0,0.0,0.0
EVT_SC_006532,2023-02-07,DIXON,BULL,2.66,0.319,-2.19,0.87,0.0,0.0,0.0,0.0,0.0
EVT_SC_006533,2023-02-07,SUNPHARMA,BULL,4.83,0.453,0.24,2.92,0.0,0.0,1.022,0.0,0.0
EVT_SC_006534,2023-02-07,SIEMENS,BULL,1.61,0.225,-1.24,1.58,-0.93,0.0,0.0,0.0,0.0
EVT_SC_006535,2023-02-07,COALINDIA,BULL,3.44,0.793,-0.44,1.38,0.0,0.552,0.0,0.0,0.0
EVT_SC_006536,2023-02-07,MARUTI,BULL,0.83,0.571,-2.29,0.52,0.0,0.0,0.0,0.0,0.0
EVT_SC_006537,2023-02-07,DRREDDY,BULL,1.26,0.805,-2.23,1.2,0.36,0.0,0.0,0.0,0.0
EVT_SC_006538,2023-02-07,POWERGRID,BULL,5.28,0.708,-1.43,1.7,0.0,0.0,0.0,0.0,0.0
EVT_SC_006539,2023-02-07,HAL,BULL,2.07,0.437,-2.32,0.62,0.0,0.0,0.0,0.0,0.0
EVT_SC_006540,2023-02-07,ONGC,BULL,1.6,0.357,0.35,0.89,0.0,0.0,0.0,0.0,0.0
EVT_SC_006541,2023-02-08,CIPLA,BULL,4.65,0.903,-1.57,1.21,0.0,0.0,0.0,0.0,0.0
EVT_SC_006542,2023-02-08,RELIANCE,BULL,1.97,0.698,0.29,1.44,0.0,0.0,0.0,0.0,0.0
EVT_SC_006543,2023-02-08,HDFCBANK,BULL,2.77,0.42,0.37,4.7,0.0,0.0,0.0,0.0,0.0
EVT_SC_006544,2023-02-08,NESTLEIND,BULL,4.19,0.414,0.97,5.19,0.0,0.0,0.0,0.0,0.0
EVT_SC_006545,2023-02-08,BRITANNIA,BULL,2.93,0.57,-2.26,4.79,3.2,0.0,0.0,0.0,0.0
EVT_SC_006546,2023-02-08,ONGC,BULL,2.81,0.971,-0.5,2.92,2.19,0.0,0.0,1.85,0.0
EVT_SC_006547,2023-02-08,VEDL,BULL,3.36,0.805,-2.44,12.43,3.2,7.166,6.626,6.593,6.875
EVT_SC_006548,2023-02-08,BHARTIARTL,BULL,1.21,0.585,0.37,0.51,0.0,0.0,0.0,0.0,0.0
EVT_SC_006549,2023-02-08,NTPC,BULL,3.85,0.791,0.64,1.29,0.0,0.0,0.0,0.0,0.0
EVT_SC_006550,2023-02-08,ITC,BULL,0.81,0.967,-1.21,1.04,0.0,0.0,0.0,0.0,0.0
EVT_SC_006551,2023-02-08,ABB,BULL,3.31,0.791,-1.8,3.7,2.775,2.976,0.0,1.85,0.0
EVT_SC_006552,2023-02-08,ICICIBANK,BULL,3.95,0.356,0.42,3.44,0.0,0.0,0.0,0.0,0.0
EVT_SC_006553,2023-02-08,TATASTEEL,BULL,3.94,0.231,-2.4,1.27,0.0,0.0,0.0,0.0,0.0
EVT_SC_006554,2023-02-08,GODREJPROP,BULL,2.66,0.329,0.04,2.59,0.0,0.0,0.0,0.0,0.0
EVT_SC_006555,2023-02-08,HINDUNILVR,BULL,1.2,0.918,0.53,1.03,0.0,0.0,0.0,0.0,0.0
EVT_SC_006556,2023-02-09,COALINDIA,BULL,3.91,0.644,-1.33,4.99,3.2,0.0,0.0,0.0,0.0
EVT_SC_006557,2023-02-09,ICICIBANK,BULL,2.41,0.799,-1.14,0.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_006558,2023-02-09,M&M,BULL,4.5,0.661,-0.56,5.03,3.2,3.614,4.11,0.0,0.0
EVT_SC_006559,2023-02-09,VBL,BULL,1.94,0.416,-1.95,1.67,-1.02,0.0,0.0,0.0,0.0
EVT_SC_006560,2023-02-09,HAL,BULL,4.95,0.279,-1.36,0.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_006561,2023-02-09,CHOLAFIN,BULL,3.03,0.501,0.85,5.11,0.0,0.0,0.0,0.0,0.0
EVT_SC_006562,2023-02-09,TECHM,BULL,5.12,0.465,1.14,2.8,0.0,0.0,0.98,0.0,0.0
EVT_SC_006563,2023-02-09,CIPLA,BULL,2.11,0.43,0.71,2.68,0.0,0.0,0.0,0.0,0.0
EVT_SC_006564,2023-02-09,ABB,BULL,5.48,0.882,-1.84,4.0,3.0,3.12,0.0,1.85,0.0
EVT_SC_006565,2023-02-09,INFY,BULL,4.66,0.388,-0.53,4.22,3.165,0.0,2.766,0.0,0.0
EVT_SC_006566,2023-02-09,TCS,BULL,1.54,0.263,-0.03,0.53,0.0,0.0,0.0,0.0,0.0
EVT_SC_006567,2023-02-09,BRITANNIA,BULL,1.42,0.286,-0.79,1.04,0.0,0.0,0.0,0.0,0.0
EVT_SC_006568,2023-02-09,MARUTI,BULL,5.16,0.474,-0.87,0.49,-0.93,0.0,0.0,0.0,0.0
EVT_SC_006569,2023-02-09,VEDL,BULL,3.78,0.576,-2.46,2.92,2.19,0.0,0.0,0.0,0.0
EVT_SC_006570,2023-02-09,GODREJPROP,BULL,1.41,0.947,-0.33,0.93,0.0,0.0,0.0,0.0,0.0
EVT_SC_006571,2023-02-09,BAJFINANCE,BULL,4.07,0.878,0.47,4.46,0.0,3.341,0.0,1.85,0.0
EVT_SC_006572,2023-02-09,BHARTIARTL,BULL,5.27,0.685,-2.46,1.22,0.0,0.0,0.0,0.0,0.0
EVT_SC_006573,2023-02-10,ICICIBANK,BULL,3.94,0.472,-2.15,3.76,2.82,0.0,2.628,0.0,0.0
EVT_SC_006574,2023-02-10,RELIANCE,BULL,4.24,0.353,0.36,1.04,0.0,0.0,0.0,0.0,0.0
EVT_SC_006575,2023-02-10,CIPLA,BULL,4.46,0.544,0.67,0.5,0.0,0.0,0.0,0.0,0.0
EVT_SC_006576,2023-02-10,NTPC,BULL,2.5,0.382,0.53,2.7,0.0,0.0,0.0,0.0,0.0
EVT_SC_006577,2023-02-10,ITC,BULL,4.9,0.478,0.28,4.81,0.0,0.0,0.0,0.0,0.0
EVT_SC_006578,2023-02-10,JSWSTEEL,BULL,3.67,0.391,-0.29,1.5,0.0,0.0,0.0,0.0,0.0
EVT_SC_006579,2023-02-10,ADANIPORTS,BULL,1.6,0.781,-1.04,1.03,-0.97,0.0,0.0,0.0,0.0
EVT_SC_006580,2023-02-10,ABB,BULL,4.62,0.821,-2.18,2.78,2.085,1.112,0.0,0.0,0.0
EVT_SC_006581,2023-02-10,BEL,BULL,2.87,0.27,-0.35,1.42,0.0,0.0,0.0,0.0,0.0
EVT_SC_006582,2023-02-10,ONGC,BULL,3.04,0.289,-2.26,4.29,3.2,0.0,2.787,0.0,0.0
EVT_SC_006583,2023-02-10,SBIN,BULL,1.36,0.727,0.64,1.51,0.0,0.0,0.0,0.0,0.0
EVT_SC_006584,2023-02-10,TITAN,BULL,4.67,0.667,-1.6,4.67,3.2,3.442,0.0,0.0,0.0
EVT_SC_006585,2023-02-10,CHOLAFIN,BULL,2.61,0.391,-1.07,4.81,3.2,0.0,0.0,0.0,0.0
EVT_SC_006586,2023-02-10,HDFCBANK,BULL,2.98,0.395,-0.74,4.16,3.12,0.0,2.748,0.0,0.0
EVT_SC_006587,2023-02-10,VBL,BULL,3.56,0.497,0.27,2.94,0.0,0.0,0.0,0.0,0.0
EVT_SC_006588,2023-02-10,TCS,BULL,2.27,0.382,-2.49,2.74,2.055,0.0,0.0,0.0,0.0
EVT_SC_006589,2023-02-10,VEDL,BULL,3.99,0.455,-1.59,4.57,3.2,0.0,0.0,0.0,0.0
EVT_SC_006590,2023-02-10,NESTLEIND,BULL,4.65,0.468,-2.33,4.53,3.2,0.0,0.0,0.0,0.0
EVT_SC_006591,2023-02-10,SIEMENS,BULL,3.94,0.716,-1.97,0.46,0.0,0.0,0.0,0.0,0.0
EVT_SC_006592,2023-02-10,INFY,BULL,2.6,0.898,-0.77,2.95,2.213,0.0,0.0,1.85,0.0
EVT_SC_006593,2023-02-10,SUNPHARMA,BULL,5.43,0.801,-1.44,1.06,0.0,0.0,0.0,0.0,0.0
EVT_SC_006594,2023-02-10,TECHM,BULL,1.49,0.651,-0.89,1.32,0.0,0.0,0.0,0.0,0.0
EVT_SC_006595,2023-02-13,NTPC,NEUTRAL,2.89,0.221,0.47,2.69,0.0,0.0,0.0,0.0,0.0
EVT_SC_006596,2023-02-13,TECHM,NEUTRAL,4.93,0.647,0.58,0.63,0.0,0.0,0.0,0.0,0.0
EVT_SC_006597,2023-02-13,TATASTEEL,NEUTRAL,3.2,0.766,0.48,1.54,0.0,-1.0,0.0,0.0,0.0
EVT_SC_006598,2023-02-13,CHOLAFIN,NEUTRAL,1.76,0.823,-1.74,1.03,-0.94,0.0,0.0,0.0,0.0
EVT_SC_006599,2023-02-13,BAJFINANCE,NEUTRAL,1.94,0.562,-1.67,1.37,-1.04,0.0,0.0,0.0,0.0
EVT_SC_006600,2023-02-13,HAL,NEUTRAL,1.35,0.209,0.92,1.13,0.0,0.0,0.0,0.0,0.0
EVT_SC_006601,2023-02-13,ITC,NEUTRAL,2.52,0.648,0.52,1.39,0.0,0.0,0.0,0.0,0.0
EVT_SC_006602,2023-02-13,POWERGRID,NEUTRAL,2.36,0.261,-1.4,1.02,0.0,0.0,0.0,0.0,0.0
EVT_SC_006603,2023-02-13,LTIM,NEUTRAL,3.8,0.965,0.13,2.63,0.0,1.052,0.0,1.85,0.0
EVT_SC_006604,2023-02-13,TRENT,NEUTRAL,1.15,0.361,-0.62,1.14,0.0,0.0,0.0,0.0,0.0
EVT_SC_006605,2023-02-13,ONGC,NEUTRAL,3.01,0.458,-2.47,0.85,0.0,0.0,0.0,0.0,0.0
EVT_SC_006606,2023-02-13,BHARTIARTL,NEUTRAL,2.63,0.576,0.92,2.65,0.0,0.0,0.0,0.0,0.0
EVT_SC_006607,2023-02-13,CIPLA,NEUTRAL,4.31,0.323,-1.64,2.74,2.055,0.0,0.0,0.0,0.0
EVT_SC_006608,2023-02-13,HDFCBANK,NEUTRAL,3.87,0.658,-2.02,3.99,2.993,3.115,0.0,0.0,0.0
EVT_SC_006609,2023-02-13,PERSISTENT,NEUTRAL,2.24,0.37,0.39,3.24,0.0,0.0,2.472,0.0,0.0
EVT_SC_006610,2023-02-13,COFORGE,NEUTRAL,4.65,0.576,-1.95,5.11,3.2,0.0,0.0,0.0,0.0
EVT_SC_006611,2023-02-13,GODREJPROP,NEUTRAL,4.54,0.774,-2.0,11.29,3.2,6.619,6.239,6.08,0.0
EVT_SC_006612,2023-02-13,ADANIENT,NEUTRAL,4.9,0.599,1.13,1.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_006613,2023-02-13,SBIN,NEUTRAL,4.6,0.386,0.3,1.53,0.0,0.0,0.0,0.0,0.0
EVT_SC_006614,2023-02-13,M&M,NEUTRAL,1.43,0.683,-2.07,1.58,0.474,0.0,0.0,0.0,0.0
EVT_SC_006615,2023-02-13,JSWSTEEL,NEUTRAL,2.04,0.611,-0.42,2.81,0.0,0.0,0.0,0.0,0.0
EVT_SC_006616,2023-02-13,INFY,NEUTRAL,5.32,0.794,0.62,1.24,0.0,0.0,0.0,0.0,0.0
EVT_SC_006617,2023-02-13,NESTLEIND,NEUTRAL,4.29,0.638,-1.05,4.92,3.2,0.0,0.0,0.0,0.0
EVT_SC_006618,2023-02-13,TITAN,NEUTRAL,3.25,0.302,-0.45,2.84,0.0,0.0,0.0,0.0,0.0
EVT_SC_006619,2023-02-13,RELIANCE,NEUTRAL,1.2,0.22,0.73,1.62,0.0,0.0,0.0,0.0,0.0
EVT_SC_006620,2023-02-13,BEL,NEUTRAL,2.36,0.607,-2.2,0.8,0.0,0.0,0.0,0.0,0.0
EVT_SC_006621,2023-02-14,ICICIBANK,BEAR,4.18,0.295,1.13,3.23,0.0,0.0,0.0,0.0,0.0
EVT_SC_006622,2023-02-14,RELIANCE,BEAR,3.01,0.527,1.05,1.77,0.0,0.0,0.0,0.0,0.0
EVT_SC_006623,2023-02-14,HAL,BEAR,3.86,0.785,-1.56,3.12,2.34,2.698,0.0,0.0,0.0
EVT_SC_006624,2023-02-14,POLYCAB,BEAR,0.91,0.679,1.17,1.63,0.0,0.0,0.0,0.0,0.0
EVT_SC_006625,2023-02-14,VBL,BEAR,2.05,0.538,0.53,5.02,0.0,0.0,0.0,0.0,0.0
EVT_SC_006626,2023-02-14,SBIN,BEAR,3.07,0.815,-2.25,2.51,1.882,1.004,0.0,1.85,0.0
EVT_SC_006627,2023-02-14,CIPLA,BEAR,4.24,0.698,0.27,4.91,0.0,3.557,0.0,0.0,0.0
EVT_SC_006628,2023-02-14,NTPC,BEAR,2.84,0.461,-1.34,1.17,0.0,0.0,0.0,0.0,0.0
EVT_SC_006629,2023-02-14,INFY,BEAR,2.49,0.929,0.42,2.68,0.0,0.0,0.938,0.0,0.0
EVT_SC_006630,2023-02-14,DLF,BEAR,3.29,0.261,-0.12,3.41,0.0,0.0,0.0,0.0,0.0
EVT_SC_006631,2023-02-14,VEDL,BEAR,2.4,0.569,-1.16,2.88,2.16,0.0,0.0,0.0,0.0
EVT_SC_006632,2023-02-14,M&M,BEAR,5.41,0.972,-0.83,4.34,3.2,3.283,0.0,1.85,0.0
EVT_SC_006633,2023-02-14,HINDUNILVR,BEAR,4.16,0.752,0.96,4.93,0.0,3.566,0.0,0.0,0.0
EVT_SC_006634,2023-02-14,ADANIENT,BEAR,5.19,0.557,-1.61,3.47,2.603,0.0,0.0,0.0,0.0
EVT_SC_006635,2023-02-14,SUNPHARMA,BEAR,2.13,0.254,-1.81,4.89,3.2,0.0,0.0,0.0,0.0
EVT_SC_006636,2023-02-14,DRREDDY,BEAR,2.94,0.214,0.93,4.57,0.0,0.0,0.0,0.0,0.0
EVT_SC_006637,2023-02-14,TCS,BEAR,5.32,0.74,0.71,3.79,0.0,3.019,0.0,1.85,0.0
EVT_SC_006638,2023-02-14,ITC,BEAR,4.08,0.231,-1.04,2.86,2.145,0.0,1.001,0.0,0.0
EVT_SC_006639,2023-02-14,POWERGRID,BEAR,2.31,0.783,-0.68,1.56,0.0,0.0,0.0,0.0,0.0
EVT_SC_006640,2023-02-14,TATAMOTORS,BEAR,5.17,0.222,-1.55,1.68,0.0,0.0,0.0,0.0,0.0
EVT_SC_006641,2023-02-14,TITAN,BEAR,2.86,0.727,-1.8,1.07,0.0,0.0,0.0,0.0,0.0
EVT_SC_006642,2023-02-14,CHOLAFIN,BEAR,4.37,0.346,0.38,3.83,0.0,0.0,0.0,0.0,0.0
EVT_SC_006643,2023-02-14,ABB,BEAR,4.27,0.259,-2.03,3.85,2.888,0.0,0.0,0.0,0.0
EVT_SC_006644,2023-02-14,NESTLEIND,BEAR,1.51,0.717,-0.77,0.68,-1.0,0.0,0.0,0.0,0.0
EVT_SC_006645,2023-02-14,BRITANNIA,BEAR,2.04,0.441,-2.12,0.74,0.0,0.0,0.0,0.0,0.0
EVT_SC_006646,2023-02-14,TATASTEEL,BEAR,4.24,0.827,-0.68,1.03,0.0,0.0,0.0,0.0,0.0
EVT_SC_006647,2023-02-15,BEL,BULL,1.93,0.423,0.85,0.73,0.0,0.0,0.0,0.0,0.0
EVT_SC_006648,2023-02-15,HDFCBANK,BULL,4.63,0.359,0.75,5.05,0.0,0.0,0.0,0.0,0.0
EVT_SC_006649,2023-02-15,HINDUNILVR,BULL,1.75,0.775,-1.47,0.52,0.0,0.0,0.0,0.0,0.0
EVT_SC_006650,2023-02-15,COFORGE,BULL,4.58,0.488,0.58,1.17,0.0,0.0,0.0,0.0,0.0
EVT_SC_006651,2023-02-15,TATAMOTORS,BULL,2.03,0.447,-1.81,1.73,-0.98,0.0,0.0,0.0,0.0
EVT_SC_006652,2023-02-15,SUNPHARMA,BULL,3.44,0.736,1.03,4.28,0.0,3.254,0.0,1.85,0.0
EVT_SC_006653,2023-02-15,VEDL,BULL,4.5,0.677,-0.77,0.7,0.0,0.0,0.0,0.0,0.0
EVT_SC_006654,2023-02-15,INFY,BULL,0.84,0.372,-1.93,1.7,0.0,0.0,0.0,0.0,0.0
EVT_SC_006655,2023-02-15,ABB,BULL,1.18,0.493,0.19,1.11,0.0,0.0,0.0,0.0,0.0
EVT_SC_006656,2023-02-15,VBL,BULL,1.03,0.549,-0.43,1.28,0.0,0.0,0.0,0.0,0.0
EVT_SC_006657,2023-02-15,ICICIBANK,BULL,4.55,0.945,-1.89,1.24,-1.05,-1.0,0.0,0.0,0.0
EVT_SC_006658,2023-02-15,HINDALCO,BULL,5.32,0.901,-1.8,3.99,2.993,3.115,0.0,1.85,0.0
EVT_SC_006659,2023-02-15,BAJFINANCE,BULL,2.51,0.755,0.69,4.59,0.0,0.0,2.877,1.85,0.0
EVT_SC_006660,2023-02-15,COALINDIA,BULL,3.0,0.579,1.1,5.05,0.0,0.0,0.0,0.0,0.0
EVT_SC_006661,2023-02-15,TATASTEEL,BULL,3.39,0.819,0.99,1.35,0.0,0.0,0.0,0.0,0.0
EVT_SC_006662,2023-02-15,CHOLAFIN,BULL,0.93,0.496,-1.38,0.82,0.0,0.0,0.0,0.0,0.0
EVT_SC_006663,2023-02-15,PERSISTENT,BULL,4.57,0.756,-1.25,0.73,-1.04,-1.0,0.0,0.0,0.0
EVT_SC_006664,2023-02-15,TCS,BULL,1.19,0.684,0.71,1.43,0.0,0.0,0.0,0.0,0.0
