event_id,slot_id,session_date,trigger_time,symbol,sector,regime,bear_days,rvol,clv,oi_delta_pct,entry_price_rs,sl_price_rs,risk_rs,target_1_rs,target_2_rs,target_3_rs,mfe_price_rs,mfe_r,realized_r,realized_pnl_per_share_rs,time_to_mfe_min
EVT_750_0016278,BEAR_SLOT_1,2022-02-09,09:43:00,DRREDDY_496,NIFTY_FMCG,BEAR,6,5.19,0.901,-1.58,6450.0,6414.52,35.48,6556.44,6627.4,6804.8,6815.09,10.29,6.104,216.57,46
EVT_750_0016313,BEAR_SLOT_1,2022-02-09,09:24:00,TECHM_406,NIFTY_ENERGY,BEAR,4,3.33,0.911,-0.97,1560.0,1551.42,8.58,1585.74,1602.9,1645.8,1673.94,13.28,7.181,61.61,35
EVT_750_0016358,BEAR_SLOT_1,2022-02-10,09:40:00,INOWIND_701,NIFTY_IT,BEAR,5,3.39,0.934,-2.26,215.0,213.5,1.5,219.5,222.5,230.0,223.8,5.87,4.513,6.77,46
EVT_750_0016364,BEAR_SLOT_1,2022-02-10,09:57:00,THERMAX_343,NIFTY_METAL,BEAR,4,3.25,0.844,-1.52,4850.0,4823.33,26.67,4930.01,4983.35,5116.7,4969.21,4.47,3.588,95.69,70
EVT_750_0016400,BEAR_SLOT_1,2022-02-10,09:44:00,PERSISTENT_408,NIFTY_CONSUMPTION,BEAR,6,4.2,0.822,-0.53,5100.0,5071.95,28.05,5184.15,5240.25,5380.5,5333.1,8.31,5.392,151.25,40
EVT_750_0016408,BEAR_SLOT_1,2022-02-10,09:38:00,IREDA_192,NIFTY_CONSUMPTION,BEAR,5,5.42,0.967,-2.08,195.0,193.5,1.5,199.5,202.5,210.0,216.08,14.05,7.458,11.19,65
EVT_750_0016497,BEAR_SLOT_1,2022-02-14,09:28:00,DRREDDY_736,NIFTY_FMCG,BEAR,3,4.24,0.866,-2.24,6450.0,6414.52,35.48,6556.44,6627.4,6804.8,6646.2,5.53,4.391,155.79,54
EVT_750_0016524,BEAR_SLOT_1,2022-02-14,09:56:00,IEX_450,NIFTY_MEDIA,BEAR,4,4.26,0.841,-0.59,195.0,193.5,1.5,199.5,202.5,210.0,201.21,4.14,3.456,5.18,119
EVT_750_0016569,BEAR_SLOT_1,2022-02-15,09:52:00,BIOCON_423,NIFTY_FIN_SERVICE,BEAR,5,4.13,0.826,-2.01,345.0,343.1,1.9,350.7,354.5,364.0,361.42,8.64,5.51,10.47,16
EVT_750_0016652,BEAR_SLOT_1,2022-02-16,09:28:00,DIXON_722,NIFTY_BANK,BEAR,6,3.43,0.832,-0.56,12400.0,12331.8,68.2,12604.6,12741.0,13082.0,13136.56,10.8,6.288,428.84,35
EVT_750_0016696,BEAR_SLOT_1,2022-02-17,09:43:00,KEC_704,NIFTY_PHARMA,BEAR,3,5.37,0.892,-1.27,920.0,914.94,5.06,935.18,945.3,970.6,939.23,3.8,3.32,16.8,118
EVT_750_0016785,BEAR_SLOT_1,2022-02-18,09:59:00,CDSL,NIFTY_FIN_SERVICE,BEAR,5,5.19,0.961,-1.64,1480.0,1471.86,8.14,1504.42,1520.7,1561.4,1544.96,7.98,5.273,42.92,20
EVT_750_0016791,BEAR_SLOT_1,2022-02-21,10:10:00,GLENMARK_542,NIFTY_BANK,BEAR,4,4.16,0.889,-0.65,1550.0,1541.47,8.53,1575.59,1592.65,1635.3,1639.65,10.51,6.184,52.75,57
EVT_750_0016946,BEAR_SLOT_1,2022-02-23,09:34:00,UNIONBANK_198,NIFTY_MEDIA,BEAR,3,4.57,0.819,-0.99,125.0,123.5,1.5,129.5,132.5,140.0,137.48,8.32,5.395,8.09,60
EVT_750_0016952,BEAR_SLOT_1,2022-02-23,10:11:00,BRITANNIA_156,NIFTY_CONSUMPTION,BEAR,4,3.05,0.978,-0.56,5800.0,5768.1,31.9,5895.7,5959.5,6119.0,6170.36,11.61,6.58,209.9,47
EVT_750_0017416,BEAR_SLOT_1,2022-03-07,09:55:00,HAVELLS_589,NIFTY_AUTO,BEAR,6,4.74,0.859,-2.13,1820.0,1809.99,10.01,1850.03,1870.05,1920.1,1954.73,13.46,7.246,72.53,34
EVT_750_0017513,BEAR_SLOT_1,2022-03-09,09:41:00,DMART,NIFTY_FMCG,BEAR,5,3.55,0.925,-0.95,4700.0,4674.15,25.85,4777.55,4829.25,4958.5,4892.84,7.46,5.086,131.47,30
EVT_750_0017530,BEAR_SLOT_1,2022-03-09,09:43:00,SUNPHARMA_734,NIFTY_BANK,BEAR,6,4.23,0.931,-0.58,1760.0,1750.32,9.68,1789.04,1808.4,1856.8,1821.76,6.38,4.697,45.47,43
EVT_750_0017608,BEAR_SLOT_1,2022-03-11,09:28:00,MAXHEALTH_537,NIFTY_REALTY,BEAR,5,4.83,0.871,-0.52,940.0,934.83,5.17,955.51,965.85,991.7,957.78,3.44,3.176,16.42,57
EVT_750_0017720,BEAR_SLOT_1,2022-03-14,09:43:00,JUBLFOOD_654,NIFTY_MEDIA,BEAR,3,4.85,0.848,-0.76,580.0,576.81,3.19,589.57,595.95,611.9,618.85,12.18,6.785,21.64,65
EVT_750_0017880,BEAR_SLOT_1,2022-03-16,09:38:00,JSWSTEEL_387,NIFTY_FIN_SERVICE,BEAR,3,4.1,0.825,-2.14,960.0,954.72,5.28,975.84,986.4,1012.8,983.65,4.48,3.592,18.97,31
EVT_750_0017892,BEAR_SLOT_1,2022-03-17,09:42:00,DIVISLAB_426,NIFTY_MEDIA,BEAR,5,3.94,0.835,-1.53,5100.0,5071.95,28.05,5184.15,5240.25,5380.5,5435.76,11.97,6.709,188.19,20
EVT_750_0017898,BEAR_SLOT_1,2022-03-17,09:33:00,PERSISTENT_648,NIFTY_CONSUMPTION,BEAR,4,4.84,0.879,-1.23,5100.0,5071.95,28.05,5184.15,5240.25,5380.5,5206.03,3.78,3.312,92.9,64
EVT_750_0018098,BEAR_SLOT_1,2022-03-22,10:00:00,KOTAKBANK_684,NIFTY_CONSUMPTION,BEAR,3,4.3,0.86,-1.34,1780.0,1770.21,9.79,1809.37,1828.95,1877.9,1827.29,4.83,3.732,36.54,55
EVT_750_0018140,BEAR_SLOT_1,2022-03-23,09:21:00,SYRMA_714,NIFTY_MEDIA,BEAR,6,3.12,0.887,-1.03,480.0,477.36,2.64,487.92,493.2,506.4,492.04,4.56,3.624,9.57,84
EVT_750_0018185,BEAR_SLOT_1,2022-03-24,09:57:00,ITC_513,NIFTY_REALTY,BEAR,6,4.8,0.955,-0.9,495.0,492.28,2.72,503.16,508.6,522.2,517.39,8.23,5.363,14.59,25
EVT_750_0018285,BEAR_SLOT_1,2022-03-25,09:38:00,WIPRO_167,NIFTY_INFRA,BEAR,4,4.73,0.955,-1.34,520.0,517.14,2.86,528.58,534.3,548.6,546.54,9.28,5.741,16.42,59
EVT_750_0018409,BEAR_SLOT_1,2022-03-30,09:18:00,SBIN_248,NIFTY_PHARMA,BEAR,6,4.54,0.924,-1.85,825.0,820.46,4.54,838.62,847.7,870.4,841.03,3.53,3.212,14.58,79
EVT_750_0018588,BEAR_SLOT_1,2022-04-01,09:25:00,PNB,NIFTY_FMCG,BEAR,5,3.57,0.975,-1.37,102.0,100.5,1.5,106.5,109.5,117.0,122.27,13.51,7.264,10.9,16
EVT_750_0018629,BEAR_SLOT_1,2022-04-04,09:34:00,DIXON_591,NIFTY_FIN_SERVICE,BEAR,4,3.38,0.874,-1.23,12400.0,12331.8,68.2,12604.6,12741.0,13082.0,12855.58,6.68,4.805,327.7,53
EVT_750_0018690,BEAR_SLOT_1,2022-04-05,10:04:00,TATAMOTORS_611,NIFTY_INFRA,BEAR,5,3.21,0.964,-0.96,985.0,979.58,5.42,1001.26,1012.1,1039.2,1054.05,12.74,6.986,37.86,15
EVT_750_0018738,BEAR_SLOT_1,2022-04-07,09:27:00,BHARTIARTL_244,NIFTY_FMCG,BEAR,3,3.83,0.878,-1.18,1560.0,1551.42,8.58,1585.74,1602.9,1645.8,1604.19,5.15,4.254,36.5,72
EVT_750_0018949,BEAR_SLOT_1,2022-04-12,10:01:00,AUBANK_681,NIFTY_REALTY,BEAR,5,3.03,0.823,-2.49,620.0,616.59,3.41,630.23,637.05,654.1,631.46,3.36,3.144,10.72,91
EVT_750_0018978,BEAR_SLOT_1,2022-04-13,09:32:00,ALKEM_185,NIFTY_IT,BEAR,6,5.25,0.921,-2.29,5600.0,5569.2,30.8,5692.4,5754.0,5908.0,5883.36,9.2,5.712,175.93,27
EVT_750_0019026,BEAR_SLOT_1,2022-04-14,10:07:00,ITC_753,NIFTY_REALTY,BEAR,5,4.08,0.979,-1.07,495.0,492.28,2.72,503.16,508.6,522.2,531.75,13.51,7.264,19.76,55
EVT_750_0019144,BEAR_SLOT_1,2022-04-18,09:22:00,CUMMINSIND_466,NIFTY_ENERGY,BEAR,5,3.91,0.897,-1.14,3650.0,3629.93,20.07,3710.21,3750.35,3850.7,3867.96,10.86,6.31,126.64,61
EVT_750_0019234,BEAR_SLOT_1,2022-04-20,09:24:00,PERSISTENT_168,NIFTY_CONSUMPTION,BEAR,6,4.02,0.972,-2.34,5100.0,5071.95,28.05,5184.15,5240.25,5380.5,5281.76,6.48,4.733,132.76,53
EVT_750_0019303,BEAR_SLOT_1,2022-04-21,09:56:00,LTIM_645,NIFTY_REALTY,BEAR,6,5.08,0.901,-1.47,5850.0,5817.83,32.17,5946.51,6010.85,6171.7,6159.15,9.61,5.86,188.52,65
EVT_750_0019451,BEAR_SLOT_1,2022-04-25,10:15:00,CUMMINSIND_466,NIFTY_ENERGY,BEAR,4,4.71,0.907,-1.36,3650.0,3629.93,20.07,3710.21,3750.35,3850.7,3736.9,4.33,3.532,70.89,84
EVT_750_0019474,BEAR_SLOT_1,2022-04-26,09:34:00,JSWSTEEL_387,NIFTY_FIN_SERVICE,BEAR,3,5.09,0.977,-2.21,960.0,954.72,5.28,975.84,986.4,1012.8,987.24,5.16,4.258,22.48,108
EVT_750_0019565,BEAR_SLOT_1,2022-04-27,10:13:00,SHRIRAMFIN_309,NIFTY_REALTY,BEAR,3,3.08,0.9,-1.46,3150.0,3132.68,17.32,3201.96,3236.6,3323.2,3301.03,8.72,5.539,95.94,19
EVT_750_0019779,BEAR_SLOT_1,2022-05-03,09:22:00,PIDILITIND_642,NIFTY_MEDIA,BEAR,6,3.42,0.957,-1.97,3050.0,3033.23,16.77,3100.31,3133.85,3217.7,3230.61,10.77,6.277,105.27,43
EVT_750_0019794,BEAR_SLOT_1,2022-05-03,10:12:00,ICICIBANK_727,NIFTY_METAL,BEAR,4,4.41,0.839,-2.47,1220.0,1213.29,6.71,1240.13,1253.55,1287.1,1287.17,10.01,6.004,40.29,23
EVT_750_0019806,BEAR_SLOT_1,2022-05-03,09:53:00,HDFCBANK_366,NIFTY_MEDIA,BEAR,4,3.52,0.889,-1.71,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1687.37,4.12,3.448,31.27,51
EVT_750_0019809,BEAR_SLOT_1,2022-05-03,10:13:00,TRENT,NIFTY_AUTO,BEAR,5,4.43,0.876,-1.44,6850.0,6812.33,37.67,6963.01,7038.35,7226.7,7161.53,8.27,5.377,202.55,19
EVT_750_0019814,BEAR_SLOT_1,2022-05-03,09:27:00,TITAN_400,NIFTY_FMCG,BEAR,4,5.46,0.947,-2.38,3420.0,3401.19,18.81,3476.43,3514.05,3608.1,3537.94,6.27,4.657,87.6,32
EVT_750_0019820,BEAR_SLOT_1,2022-05-03,09:47:00,COFORGE,NIFTY_AUTO,BEAR,5,5.34,0.81,-1.52,7200.0,7160.4,39.6,7318.8,7398.0,7596.0,7710.84,12.9,7.044,278.94,52
EVT_750_0019942,BEAR_SLOT_1,2022-05-05,09:33:00,KEC,NIFTY_PHARMA,BEAR,4,4.52,0.922,-1.53,920.0,914.94,5.06,935.18,945.3,970.6,967.36,9.36,5.77,29.2,16
EVT_750_0020042,BEAR_SLOT_1,2022-05-09,09:45:00,BAJFINANCE_497,NIFTY_IT,BEAR,5,3.69,0.896,-1.41,7150.0,7110.68,39.32,7267.96,7346.6,7543.2,7369.01,5.57,4.405,173.2,20
EVT_750_0020158,BEAR_SLOT_1,2022-05-10,09:32:00,SUZLON_460,NIFTY_FMCG,BEAR,5,3.59,0.951,-0.99,75.0,73.5,1.5,79.5,82.5,90.0,81.45,4.3,3.52,5.28,32
EVT_750_0020230,BEAR_SLOT_1,2022-05-12,10:06:00,YESBANK_685,NIFTY_AUTO,BEAR,3,3.33,0.926,-0.93,22.0,20.5,1.5,26.5,29.5,37.0,35.88,9.25,5.73,8.6,15
EVT_750_0020252,BEAR_SLOT_1,2022-05-13,10:05:00,FORTIS,NIFTY_ENERGY,BEAR,5,4.04,0.855,-0.93,520.0,517.14,2.86,528.58,534.3,548.6,555.46,12.4,6.864,19.63,36
EVT_750_0020425,BEAR_SLOT_1,2022-05-17,09:23:00,MAXHEALTH_177,NIFTY_REALTY,BEAR,6,3.86,0.822,-1.81,940.0,934.83,5.17,955.51,965.85,991.7,1007.26,13.01,7.084,36.62,61
EVT_750_0020489,BEAR_SLOT_1,2022-05-18,10:09:00,DIVISLAB_186,NIFTY_MEDIA,BEAR,4,4.39,0.804,-1.94,5100.0,5071.95,28.05,5184.15,5240.25,5380.5,5384.71,10.15,6.054,169.81,61
EVT_750_0020661,BEAR_SLOT_1,2022-05-23,10:04:00,INDUSINDBK_683,NIFTY_INFRA,BEAR,6,4.97,0.803,-2.25,1420.0,1412.19,7.81,1443.43,1459.05,1498.1,1476.93,7.29,5.024,39.24,36
EVT_750_0020856,BEAR_SLOT_1,2022-05-27,09:25:00,IDFCFIRSTB_319,NIFTY_METAL,BEAR,3,3.81,0.848,-0.98,72.0,70.5,1.5,76.5,79.5,87.0,80.77,5.85,4.506,6.76,60
EVT_750_0020909,BEAR_SLOT_1,2022-05-30,09:37:00,HAVELLS_229,NIFTY_AUTO,BEAR,5,3.02,0.837,-2.33,1820.0,1809.99,10.01,1850.03,1870.05,1920.1,1895.38,7.53,5.111,51.16,65
EVT_750_0020973,BEAR_SLOT_1,2022-05-31,09:52:00,ASIANPAINT_521,NIFTY_IT,BEAR,6,4.87,0.86,-0.69,3150.0,3132.68,17.32,3201.96,3236.6,3323.2,3204.38,3.14,3.056,52.93,66
EVT_750_0021004,BEAR_SLOT_1,2022-05-31,10:02:00,ABB_404,NIFTY_PHARMA,BEAR,4,3.56,0.892,-2.06,7800.0,7757.1,42.9,7928.7,8014.5,8229.0,8393.74,13.84,7.382,316.69,21
EVT_750_0021046,BEAR_SLOT_1,2022-06-01,09:32:00,TORNTPOWER_216,NIFTY_CONSUMPTION,BEAR,5,4.75,0.92,-1.07,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1681.29,3.45,3.18,28.84,84
EVT_750_0021086,BEAR_SLOT_1,2022-06-02,10:07:00,TATAMOTORS_131,NIFTY_INFRA,BEAR,6,3.2,0.945,-1.52,985.0,979.58,5.42,1001.26,1012.1,1039.2,1018.17,6.12,4.603,24.95,45
EVT_750_0021187,BEAR_SLOT_1,2022-06-03,10:00:00,JIOFIN_194,NIFTY_BANK,BEAR,5,4.04,0.959,-1.93,1680.0,1670.76,9.24,1707.72,1726.2,1772.4,1744.86,7.02,4.927,45.53,55
EVT_750_0021402,BEAR_SLOT_1,2022-06-08,09:32:00,CANBK_555,NIFTY_FIN_SERVICE,BEAR,3,5.39,0.853,-2.3,105.0,103.5,1.5,109.5,112.5,120.0,116.29,7.53,5.111,7.67,22
EVT_750_0021748,BEAR_SLOT_1,2022-06-16,10:01:00,SIEMENS_283,NIFTY_METAL,BEAR,6,3.61,0.881,-1.75,6700.0,6663.15,36.85,6810.55,6884.25,7068.5,7054.87,9.63,5.867,216.2,19
EVT_750_0021775,BEAR_SLOT_1,2022-06-17,09:30:00,BRITANNIA_396,NIFTY_CONSUMPTION,BEAR,4,3.62,0.935,-2.39,5800.0,5768.1,31.9,5895.7,5959.5,6119.0,6170.68,11.62,6.583,210.0,25
EVT_750_0021788,BEAR_SLOT_1,2022-06-17,09:49:00,POLYCAB,NIFTY_FIN_SERVICE,BEAR,5,4.44,0.858,-2.26,6250.0,6215.62,34.38,6353.14,6421.9,6593.8,6686.63,12.7,6.972,239.7,38
EVT_750_0021984,BEAR_SLOT_1,2022-06-23,10:11:00,MUTHOOTFIN_307,NIFTY_METAL,BEAR,5,5.27,0.904,-0.53,1850.0,1839.83,10.17,1880.51,1900.85,1951.7,1956.48,10.47,6.169,62.74,56
EVT_750_0022004,BEAR_SLOT_1,2022-06-23,09:24:00,LTTS_718,NIFTY_ENERGY,BEAR,4,4.42,0.802,-2.22,5400.0,5370.3,29.7,5489.1,5548.5,5697.0,5737.69,11.37,6.493,192.84,41
EVT_750_0022019,BEAR_SLOT_1,2022-06-23,09:56:00,JSWENERGY_695,NIFTY_INFRA,BEAR,5,5.48,0.804,-2.44,680.0,676.26,3.74,691.22,698.7,717.4,704.53,6.56,4.762,17.81,32
EVT_750_0022182,BEAR_SLOT_2,2022-07-04,09:22:00,DLF_629,NIFTY_IT,BEAR,5,3.21,0.839,-1.41,830.0,825.44,4.56,843.68,852.8,875.6,856.86,5.89,4.52,20.61,52
EVT_750_0022197,BEAR_SLOT_2,2022-07-05,09:29:00,COFORGE_720,NIFTY_CONSUMPTION,BEAR,6,3.13,0.908,-1.76,7200.0,7160.4,39.6,7318.8,7398.0,7596.0,7680.35,12.13,6.767,267.97,54
EVT_750_0022339,BEAR_SLOT_2,2022-07-07,09:53:00,JIOFIN,NIFTY_BANK,BEAR,4,3.97,0.903,-2.26,2449.0,2435.53,13.47,2489.41,2516.35,2583.7,2620.88,12.76,6.994,94.21,40
EVT_750_0022362,BEAR_SLOT_2,2022-07-08,10:06:00,BHEL_222,NIFTY_MEDIA,BEAR,3,3.38,0.938,-1.99,270.0,268.5,1.5,274.5,277.5,285.0,275.62,3.75,3.3,4.95,111
EVT_750_0022440,BEAR_SLOT_2,2022-07-11,09:44:00,COFORGE_720,NIFTY_CONSUMPTION,BEAR,5,3.1,0.936,-2.13,7200.0,7160.4,39.6,7318.8,7398.0,7596.0,7613.82,10.45,6.162,244.02,64
EVT_750_0022640,BEAR_SLOT_2,2022-07-15,09:21:00,ZYDUSLIFE_181,NIFTY_AUTO,BEAR,4,3.31,0.82,-2.36,1050.0,1044.23,5.77,1067.31,1078.85,1107.7,1120.91,12.29,6.824,39.37,37
EVT_750_0022672,BEAR_SLOT_2,2022-07-15,09:50:00,TRENT_721,NIFTY_AUTO,BEAR,3,4.88,0.933,-0.92,6850.0,6812.33,37.67,6963.01,7038.35,7226.7,7099.0,6.61,4.78,180.06,34
EVT_750_0022748,BEAR_SLOT_2,2022-07-18,09:32:00,TRENT_241,NIFTY_AUTO,BEAR,6,4.84,0.867,-2.2,6850.0,6812.33,37.67,6963.01,7038.35,7226.7,7027.8,4.72,3.688,138.93,40
EVT_750_0022790,BEAR_SLOT_2,2022-07-19,09:46:00,KALPATPOWR,NIFTY_REALTY,BEAR,5,3.15,0.917,-1.5,1280.0,1272.96,7.04,1301.12,1315.2,1350.4,1322.94,6.1,4.596,32.36,58
EVT_750_0022817,BEAR_SLOT_2,2022-07-19,09:50:00,KPITTECH,NIFTY_PHARMA,BEAR,6,3.01,0.815,-1.97,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1676.21,2.89,1.156,10.48,93
EVT_750_0022852,BEAR_SLOT_2,2022-07-20,09:41:00,INOWIND_581,NIFTY_IT,BEAR,5,4.21,0.86,-1.66,215.0,213.5,1.5,219.5,222.5,230.0,220.94,3.96,3.384,5.08,56
EVT_750_0022880,BEAR_SLOT_2,2022-07-20,09:30:00,RELIANCE_125,NIFTY_IT,BEAR,4,3.36,0.95,-0.72,2950.0,2933.78,16.22,2998.66,3031.1,3112.2,3161.02,13.01,7.084,114.9,31
EVT_750_0022918,BEAR_SLOT_2,2022-07-21,09:48:00,ASIANPAINT_521,NIFTY_IT,BEAR,3,4.3,0.934,-1.45,3150.0,3132.68,17.32,3201.96,3236.6,3323.2,3310.56,9.27,5.737,99.36,22
EVT_750_0023015,BEAR_SLOT_2,2022-07-25,09:57:00,HAL_639,NIFTY_FIN_SERVICE,BEAR,6,5.41,0.859,-1.03,4650.0,4624.43,25.57,4726.71,4777.85,4905.7,4739.5,3.5,3.2,81.82,98
EVT_750_0023101,BEAR_SLOT_2,2022-07-26,09:29:00,CIPLA_495,NIFTY_FIN_SERVICE,BEAR,4,5.3,0.874,-0.63,1540.0,1531.53,8.47,1565.41,1582.35,1624.7,1586.75,5.52,4.387,37.16,28
EVT_750_0023338,BEAR_SLOT_2,2022-08-01,09:29:00,HUDCO_673,NIFTY_AUTO,BEAR,4,5.01,0.825,-1.13,220.0,218.5,1.5,224.5,227.5,235.0,226.09,4.06,3.424,5.14,105
EVT_750_0023516,BEAR_SLOT_2,2022-08-04,09:51:00,HINDALCO_745,NIFTY_AUTO,BEAR,4,3.71,0.839,-2.02,665.0,661.34,3.66,675.98,683.3,701.6,715.73,13.86,7.39,27.05,33
EVT_750_0023556,BEAR_SLOT_2,2022-08-04,09:36:00,GLENMARK_542,NIFTY_BANK,BEAR,4,3.24,0.802,-1.61,1550.0,1541.47,8.53,1575.59,1592.65,1635.3,1582.24,3.78,3.312,28.25,80
EVT_750_0023600,BEAR_SLOT_2,2022-08-05,10:12:00,JIOFIN_314,NIFTY_BANK,BEAR,6,3.14,0.905,-1.11,3241.0,3223.17,17.83,3294.49,3330.15,3419.3,3466.55,12.65,6.954,123.99,59
EVT_750_0023624,BEAR_SLOT_2,2022-08-05,09:28:00,KALYANKJIL_653,NIFTY_IT,BEAR,3,4.37,0.818,-2.27,680.0,676.26,3.74,691.22,698.7,717.4,689.39,2.51,1.004,3.75,42
EVT_750_0023627,BEAR_SLOT_2,2022-08-05,09:48:00,DIXON_722,NIFTY_BANK,BEAR,4,3.19,0.857,-0.5,12400.0,12331.8,68.2,12604.6,12741.0,13082.0,12813.97,6.07,4.585,312.7,35
EVT_750_0023724,BEAR_SLOT_2,2022-08-09,09:37:00,SUNPHARMA,NIFTY_BANK,BEAR,3,4.68,0.954,-1.33,1760.0,1750.32,9.68,1789.04,1808.4,1856.8,1790.69,3.17,3.068,29.7,115
EVT_750_0023758,BEAR_SLOT_2,2022-08-10,09:31:00,MCX_208,NIFTY_FMCG,BEAR,3,3.87,0.921,-2.18,5400.0,5370.3,29.7,5489.1,5548.5,5697.0,5623.94,7.54,5.114,151.89,62
EVT_750_0023854,BEAR_SLOT_2,2022-08-11,09:48:00,OBEROIRLTY_751,NIFTY_METAL,BEAR,4,3.51,0.968,-1.12,1780.0,1770.21,9.79,1809.37,1828.95,1877.9,1835.8,5.7,4.452,43.59,30
EVT_750_0023858,BEAR_SLOT_2,2022-08-11,09:47:00,RECLTD_551,NIFTY_INFRA,BEAR,3,3.53,0.904,-0.88,480.0,477.36,2.64,487.92,493.2,506.4,487.02,2.66,1.064,2.81,43
EVT_750_0023882,BEAR_SLOT_2,2022-08-12,09:57:00,BAJFINANCE_137,NIFTY_IT,BEAR,4,4.34,0.964,-0.9,7150.0,7110.68,39.32,7267.96,7346.6,7543.2,7425.24,7.0,4.92,193.45,38
EVT_750_0023883,BEAR_SLOT_2,2022-08-12,09:46:00,IEX_570,NIFTY_MEDIA,BEAR,4,3.33,0.914,-1.96,195.0,193.5,1.5,199.5,202.5,210.0,213.59,12.39,6.86,10.29,38
EVT_750_0024079,BEAR_SLOT_2,2022-08-17,09:55:00,PFC_550,NIFTY_ENERGY,BEAR,5,4.63,0.839,-1.26,385.0,382.88,2.12,391.36,395.6,406.2,404.44,9.17,5.701,12.09,58
EVT_750_0024106,BEAR_SLOT_2,2022-08-17,09:27:00,ADANIPORTS_500,NIFTY_PHARMA,BEAR,6,4.15,0.918,-2.06,1420.0,1412.19,7.81,1443.43,1459.05,1498.1,1446.01,3.33,3.132,24.46,69
EVT_750_0024124,BEAR_SLOT_2,2022-08-18,09:56:00,SIEMENS_283,NIFTY_METAL,BEAR,5,3.74,0.864,-1.32,6700.0,6663.15,36.85,6810.55,6884.25,7068.5,6994.43,7.99,5.276,194.42,53
EVT_750_0024143,BEAR_SLOT_2,2022-08-18,09:27:00,CDSL_327,NIFTY_FIN_SERVICE,BEAR,4,3.72,0.871,-2.33,1480.0,1471.86,8.14,1504.42,1520.7,1561.4,1522.17,5.18,4.265,34.72,62
EVT_750_0024208,BEAR_SLOT_2,2022-08-19,09:25:00,ZOMATO_290,NIFTY_BANK,BEAR,4,5.03,0.861,-1.35,265.0,263.5,1.5,269.5,272.5,280.0,269.6,3.07,3.028,4.54,63
EVT_750_0024215,BEAR_SLOT_2,2022-08-19,09:20:00,KPITTECH_596,NIFTY_PHARMA,BEAR,4,3.12,0.846,-1.19,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1729.09,8.72,5.539,50.24,41
EVT_750_0024272,BEAR_SLOT_2,2022-08-22,10:02:00,ALKEM_665,NIFTY_IT,BEAR,4,3.24,0.929,-1.03,5600.0,5569.2,30.8,5692.4,5754.0,5908.0,5685.32,2.77,1.108,34.13,95
EVT_750_0024354,BEAR_SLOT_2,2022-08-24,09:20:00,ADANIGREEN_693,NIFTY_REALTY,BEAR,6,3.54,0.945,-0.63,1820.0,1809.99,10.01,1850.03,1870.05,1920.1,1938.72,11.86,6.67,66.77,42
EVT_750_0024400,BEAR_SLOT_2,2022-08-24,10:14:00,TATASTEEL_266,NIFTY_BANK,BEAR,5,4.22,0.961,-2.16,152.0,150.5,1.5,156.5,159.5,167.0,156.54,3.03,3.012,4.52,86
EVT_750_0024409,BEAR_SLOT_2,2022-08-24,09:43:00,GODREJPROP_510,NIFTY_MEDIA,BEAR,5,5.35,0.892,-0.87,3100.0,3082.95,17.05,3151.15,3185.25,3270.5,3166.15,3.88,3.352,57.15,109
EVT_750_0024487,BEAR_SLOT_2,2022-08-26,09:45:00,TRENT_481,NIFTY_AUTO,BEAR,6,4.33,0.81,-1.54,6850.0,6812.33,37.67,6963.01,7038.35,7226.7,7109.17,6.88,4.877,183.72,40
EVT_750_0024558,BEAR_SLOT_2,2022-08-29,09:51:00,MARUTI_253,NIFTY_AUTO,BEAR,5,3.93,0.873,-1.64,801.0,796.59,4.41,814.23,823.05,845.1,826.05,5.68,4.445,19.6,39
EVT_750_0024715,BEAR_SLOT_2,2022-08-31,09:37:00,M&M_252,NIFTY_CONSUMPTION,BEAR,5,4.6,0.974,-1.9,2820.0,2804.49,15.51,2866.53,2897.55,2975.1,2863.43,2.8,1.12,17.37,52
EVT_750_0024754,BEAR_SLOT_2,2022-09-01,09:37:00,IEX_210,NIFTY_MEDIA,BEAR,5,4.49,0.979,-0.83,195.0,193.5,1.5,199.5,202.5,210.0,213.91,12.61,6.94,10.41,30
EVT_750_0024867,BEAR_SLOT_2,2022-09-05,10:02:00,MCX_448,NIFTY_FMCG,BEAR,3,3.12,0.904,-2.46,5400.0,5370.3,29.7,5489.1,5548.5,5697.0,5584.73,6.22,4.639,137.78,63
EVT_750_0025170,BEAR_SLOT_2,2022-09-12,09:49:00,MOTILALOFS_571,NIFTY_METAL,BEAR,6,3.06,0.881,-1.01,840.0,835.38,4.62,853.86,863.1,886.2,860.42,4.42,3.568,16.48,103
EVT_750_0025235,BEAR_SLOT_2,2022-09-14,09:29:00,YESBANK_565,NIFTY_AUTO,BEAR,5,5.02,0.928,-2.43,22.0,20.5,1.5,26.5,29.5,37.0,40.09,12.06,6.742,10.11,55
EVT_750_0025264,BEAR_SLOT_2,2022-09-14,09:52:00,OBEROIRLTY_631,NIFTY_METAL,BEAR,3,5.35,0.975,-1.12,1780.0,1770.21,9.79,1809.37,1828.95,1877.9,1825.33,4.63,3.652,35.75,71
