Original_Symbol,Clean_Symbol,Session_Date,Trigger_Time,Outcome,Failing_Gate,Score,Reason
INFY_729,INFY,2022-12-20,09:39:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SIEMENS_163,SIEMENS,2022-12-22,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
M&M_252,M&M,2023-07-03,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BHEL_222,BHEL,2023-07-06,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KAYNES,KAYNES,2023-07-10,09:23:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PFC_670,PFC,2023-07-12,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
APOLLOHOSP,APOLLOHOSP,2023-07-12,10:09:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HINDUNILVR_274,HINDUNILVR,2023-07-14,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INOWIND,INOWIND,2023-07-14,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CROMPTON_350,CROMPTON,2023-07-14,09:24:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SIEMENS_523,SIEMENS,2023-07-14,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BAJFINANCE_737,BAJFINANCE,2023-07-17,09:42:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ALKEM_185,ALKEM,2023-07-20,09:54:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
COFORGE_480,COFORGE,2023-07-20,10:03:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SHRIRAMFIN_429,SHRIRAMFIN,2023-07-20,09:49:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT,ASIANPAINT,2023-07-24,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAMOTORS,TATAMOTORS,2023-07-24,09:40:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HINDALCO,HINDALCO,2023-07-27,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
NHPC_697,NHPC,2023-07-28,10:12:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VEDL_748,VEDL,2023-07-28,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIPORTS_620,ADANIPORTS,2023-07-28,10:01:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VEDL_628,VEDL,2023-08-01,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
NESTLEIND_275,NESTLEIND,2023-08-03,10:09:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAPOWER_332,TATAPOWER,2023-08-03,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
WIPRO_407,WIPRO,2023-08-07,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
NHPC_217,NHPC,2023-08-07,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATASTEEL_506,TATASTEEL,2023-08-08,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT_401,ASIANPAINT,2023-08-08,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT_641,ASIANPAINT,2023-08-08,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
POLYCAB,POLYCAB,2023-08-11,10:11:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TORNTPOWER_576,TORNTPOWER,2023-08-11,09:46:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CYIENT_355,CYIENT,2023-08-11,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALYANKJIL,KALYANKJIL,2023-08-14,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIXON_722,DIXON,2023-08-16,09:58:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JUBLFOOD_294,JUBLFOOD,2023-08-17,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INDIGO_535,INDIGO,2023-08-22,10:11:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KAYNES_713,KAYNES,2023-08-22,09:24:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JUBLFOOD_414,JUBLFOOD,2023-08-22,10:13:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ITC_153,ITC,2023-08-22,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MOTILALOFS_331,MOTILALOFS,2023-08-23,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIPOWER_574,ADANIPOWER,2023-08-28,09:23:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HDFCBANK_726,HDFCBANK,2023-08-29,09:21:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CROMPTON,CROMPTON,2023-08-30,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ZYDUSLIFE_301,ZYDUSLIFE,2023-09-01,09:56:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SWIGGY,SWIGGY,2023-09-05,10:02:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INDIGO,INDIGO,2023-09-05,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
FORTIS_298,FORTIS,2023-09-05,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DMART_172,DMART,2023-09-07,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ONGC,ONGC,2023-09-07,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BHARTIARTL_244,BHARTIARTL,2023-09-12,09:53:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIGREEN_573,ADANIGREEN,2023-09-12,09:31:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KAYNES_473,KAYNES,2023-09-14,09:57:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
M&M_372,M&M,2023-09-18,10:00:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATASTEEL_386,TATASTEEL,2023-09-18,09:31:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAPOWER_212,TATAPOWER,2023-09-22,09:58:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALYANKJIL,KALYANKJIL,2023-09-25,09:58:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BANDHANBNK_202,BANDHANBNK,2023-09-25,09:29:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DMART_412,DMART,2023-09-26,09:47:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INDUSINDBK_443,INDUSINDBK,2023-09-27,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CESC_219,CESC,2023-09-29,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
AMBER_472,AMBER,2023-09-29,10:03:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SYRMA_354,SYRMA,2023-10-02,09:41:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CYIENT_475,CYIENT,2023-10-02,09:33:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
APOLLOHOSP_416,APOLLOHOSP,2023-10-03,09:31:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PERSISTENT_408,PERSISTENT,2023-10-05,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BRITANNIA_756,BRITANNIA,2023-10-05,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CUMMINSIND_226,CUMMINSIND,2023-10-06,09:40:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IREDA_192,IREDA,2023-10-09,09:47:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ANGELONE_689,ANGELONE,2023-10-10,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MARUTI_373,MARUTI,2023-10-11,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PIDILITIND_642,PIDILITIND,2023-10-13,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALPATPOWR_585,KALPATPOWR,2023-10-16,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
WIPRO_407,WIPRO,2023-10-16,09:39:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
M&M_252,M&M,2023-10-19,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
COALINDIA_623,COALINDIA,2023-10-23,10:11:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HDFCBANK_486,HDFCBANK,2023-10-23,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ANGELONE_329,ANGELONE,2023-10-23,10:03:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATASTEEL_146,TATASTEEL,2023-10-25,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MUTHOOTFIN_547,MUTHOOTFIN,2023-10-25,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KOTAKBANK_564,KOTAKBANK,2023-10-27,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INDUSINDBK,INDUSINDBK,2023-11-02,10:05:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BHEL_462,BHEL,2023-11-02,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TITAN_520,TITAN,2023-11-03,10:03:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATASTEEL_746,TATASTEEL,2023-11-06,09:25:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BHEL_342,BHEL,2023-11-06,10:12:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INDUSINDBK,INDUSINDBK,2023-11-10,09:40:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PIDILITIND_522,PIDILITIND,2023-11-14,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BEL_398,BEL,2023-11-14,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ABB_164,ABB,2023-11-14,10:07:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIXON_242,DIXON,2023-11-17,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VEDL_748,VEDL,2023-11-20,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KPITTECH,KPITTECH,2023-11-22,09:40:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VOLTAS_467,VOLTAS,2023-11-23,10:06:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CUMMINSIND_346,CUMMINSIND,2023-11-23,09:39:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PRESTIGE,PRESTIGE,2023-11-28,10:00:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KOTAKBANK_204,KOTAKBANK,2023-11-28,09:36:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ITC_633,ITC,2023-11-28,09:54:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
RECLTD_431,RECLTD,2023-11-28,09:59:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ALKEM_545,ALKEM,2023-11-30,09:42:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
THERMAX_703,THERMAX,2023-12-01,09:38:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
GODREJPROP_510,GODREJPROP,2023-12-01,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BAJFINANCE_497,BAJFINANCE,2023-12-04,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWSTEEL_747,JSWSTEEL,2023-12-06,09:35:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BAJFINANCE,BAJFINANCE,2023-12-08,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ZOMATO_650,ZOMATO,2023-12-08,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CROMPTON_590,CROMPTON,2023-12-08,09:23:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ICICIBANK_127,ICICIBANK,2023-12-08,09:59:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALPATPOWR_705,KALPATPOWR,2023-12-11,09:42:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ICICIBANK_607,ICICIBANK,2023-12-12,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SWIGGY_651,SWIGGY,2023-12-13,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SBIN_728,SBIN,2023-12-14,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAPOWER_332,TATAPOWER,2023-12-14,09:36:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LUPIN_299,LUPIN,2023-12-15,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KPITTECH_476,KPITTECH,2023-12-18,09:23:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HINDUNILVR_754,HINDUNILVR,2023-12-18,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KEC_464,KEC,2023-12-18,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWSTEEL_147,JSWSTEEL,2023-12-21,10:07:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LUPIN_659,LUPIN,2023-12-22,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HINDALCO_265,HINDALCO,2025-01-01,09:58:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HUDCO_313,HUDCO,2025-01-02,09:31:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VEDL_508,VEDL,2025-01-03,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INOWIND_581,INOWIND,2025-01-07,09:25:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SHRIRAMFIN_429,SHRIRAMFIN,2025-01-08,09:59:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TCS_370,TCS,2025-01-10,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PERSISTENT_408,PERSISTENT,2025-01-13,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
FORTIS_298,FORTIS,2025-01-14,10:13:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LTTS_598,LTTS,2025-01-15,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT_521,ASIANPAINT,2025-01-15,09:21:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CDSL_447,CDSL,2025-01-15,09:24:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
GODREJPROP_630,GODREJPROP,2025-01-16,09:57:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ITC_273,ITC,2025-01-17,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
APOLLOHOSP,APOLLOHOSP,2025-01-17,09:42:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
AUBANK_321,AUBANK,2025-01-20,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KEC_344,KEC,2025-01-20,09:21:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIXON_711,DIXON,2025-01-20,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BHARTIARTL_604,BHARTIARTL,2025-01-21,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BLUESTARCO_468,BLUESTARCO,2025-01-21,09:39:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAPOWER_692,TATAPOWER,2025-01-21,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SJVN_338,SJVN,2025-01-24,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
OBEROIRLTY_631,OBEROIRLTY,2025-01-24,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SWIGGY,SWIGGY,2025-01-27,10:14:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ALKEM_185,ALKEM,2025-01-28,10:02:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT_521,ASIANPAINT,2025-01-29,10:11:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SUZLON_580,SUZLON,2025-01-29,10:14:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CESC_699,CESC,2025-01-30,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
YESBANK_565,YESBANK,2025-01-30,10:06:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MOTILALOFS_451,MOTILALOFS,2025-01-31,10:07:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT_161,ASIANPAINT,2025-01-31,09:23:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TECHM,TECHM,2025-02-03,09:35:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INOWIND,INOWIND,2025-02-04,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
RELIANCE,RELIANCE,2025-02-04,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KAYNES,KAYNES,2025-02-04,09:39:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
POLYCAB_243,POLYCAB,2025-02-04,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
COFORGE,COFORGE,2025-02-05,09:26:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIVISLAB_186,DIVISLAB,2025-02-05,09:26:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATASTEEL,TATASTEEL,2025-02-05,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BAJFINANCE_137,BAJFINANCE,2025-02-05,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INOWIND_701,INOWIND,2025-02-05,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIPORTS_140,ADANIPORTS,2025-02-07,10:13:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BAJFINANCE_737,BAJFINANCE,2025-02-10,09:23:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ANGELONE_689,ANGELONE,2025-02-10,09:41:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
AMBER_472,AMBER,2025-02-11,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CUMMINSIND_226,CUMMINSIND,2025-02-11,09:54:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JUBLFOOD,JUBLFOOD,2025-02-12,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIVISLAB_186,DIVISLAB,2025-02-14,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ANGELONE,ANGELONE,2025-02-18,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VOLTAS_707,VOLTAS,2025-02-19,09:25:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIVISLAB_666,DIVISLAB,2025-02-19,09:23:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIGREEN_573,ADANIGREEN,2025-02-20,10:01:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HINDALCO_745,HINDALCO,2025-02-25,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIVISLAB_546,DIVISLAB,2025-02-26,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MOTILALOFS_691,MOTILALOFS,2025-02-27,09:42:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PIDILITIND_402,PIDILITIND,2025-02-27,10:10:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
COFORGE_480,COFORGE,2025-02-28,10:10:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PNB_196,PNB,2025-02-28,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CUMMINSIND,CUMMINSIND,2025-03-03,09:49:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATASTEEL_506,TATASTEEL,2025-03-07,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DRREDDY_496,DRREDDY,2025-03-10,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
POLYCAB_483,POLYCAB,2025-03-10,09:33:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
COFORGE_529,COFORGE,2025-03-13,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CIPLA_495,CIPLA,2025-03-14,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
FORTIS_418,FORTIS,2025-03-14,10:07:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VOLTAS_467,VOLTAS,2025-03-20,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALYANKJIL_413,KALYANKJIL,2025-03-20,09:36:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALYANKJIL,KALYANKJIL,2025-03-24,10:05:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
NTPC_501,NTPC,2025-03-26,09:54:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MARUTI_253,MARUTI,2025-03-27,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ZOMATO,ZOMATO,2025-03-31,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWENERGY,JSWENERGY,2025-04-01,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LUPIN_539,LUPIN,2025-04-01,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
WIPRO_407,WIPRO,2025-04-02,09:46:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ICICIBANK_367,ICICIBANK,2025-04-03,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LUPIN_539,LUPIN,2025-04-04,09:26:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SBIN_488,SBIN,2025-04-04,10:13:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
OBEROIRLTY_631,OBEROIRLTY,2025-04-08,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
RECLTD,RECLTD,2025-04-09,10:01:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAL_639,HAL,2025-04-09,09:57:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
