event_id,sample_name,session_date,symbol,sector,regime,primary_archetype,confidence,v530_eligible,arch_a_alerts,arch_a_r,arch_b_alerts,arch_b_r,arch_c_alerts,arch_c_r,delta_b_vs_a_r,delta_c_vs_a_r
EVT_V6_0014930,SAMPLE_B_MID,2024-06-19,ZOMATO,NIFTY_CONSUMPTION,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.359,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014931,SAMPLE_B_MID,2024-06-19,SIEMENS,NIFTY_INFRA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.66,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014932,SAMPLE_B_MID,2024-06-19,ONGC,NIFTY_ENERGY,NEUTRAL_BULL,VCP_COIL,0.535,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014933,SAMPLE_B_MID,2024-06-19,INFY,NIFTY_IT,NEUTRAL_BULL,VCP_COIL,0.3,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014934,SAMPLE_B_MID,2024-06-19,M&M,NIFTY_AUTO,NEUTRAL_BULL,VCP_COIL,0.638,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014935,SAMPLE_B_MID,2024-06-19,KALYANKJIL,NIFTY_CONSUMPTION,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.437,1,3,4.088,1,2.47,3,3.875,-1.618,-0.213
EVT_V6_0014936,SAMPLE_B_MID,2024-06-19,NTPC,NIFTY_ENERGY,NEUTRAL_BULL,VCP_COIL,0.373,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014937,SAMPLE_B_MID,2024-06-19,OBEROIRLTY,NIFTY_REALTY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.637,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014938,SAMPLE_B_MID,2024-06-19,JSWSTEEL,NIFTY_METAL,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.417,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014939,SAMPLE_B_MID,2024-06-19,ASIANPAINT,NIFTY_CONSUMPTION,NEUTRAL_BULL,CLEAN_MOMENTUM_BREAKOUT,0.54,1,3,2.058,0,0.0,3,1.441,-2.058,-0.617
EVT_V6_0014940,SAMPLE_B_MID,2024-06-19,TCS,NIFTY_IT,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.297,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014941,SAMPLE_B_MID,2024-06-19,DRREDDY,NIFTY_PHARMA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.423,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014942,SAMPLE_B_MID,2024-06-19,BEL,NIFTY_INFRA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.393,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014943,SAMPLE_B_MID,2024-06-19,ITC,NIFTY_FMCG,NEUTRAL_BULL,VCP_COIL,0.444,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014944,SAMPLE_B_MID,2024-06-19,LTIM,NIFTY_IT,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.536,1,4,3.78,1,1.613,4,3.13,-2.167,-0.65
EVT_V6_0014945,SAMPLE_B_MID,2024-06-19,DIXON,NIFTY_IT,NEUTRAL_BULL,VCP_COIL,0.572,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014946,SAMPLE_B_MID,2024-06-19,COALINDIA,NIFTY_ENERGY,NEUTRAL_BULL,VCP_COIL,0.428,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014947,SAMPLE_B_MID,2024-06-19,SUNPHARMA,NIFTY_PHARMA,NEUTRAL_BULL,CLEAN_MOMENTUM_BREAKOUT,0.43,1,4,3.601,1,3.718,4,3.951,0.117,0.35
EVT_V6_0014948,SAMPLE_B_MID,2024-06-19,BAJFINANCE,NIFTY_FIN_SERVICE,NEUTRAL_BULL,VCP_COIL,0.51,1,2,-0.54,0,0.0,2,-0.377,0.54,0.163
EVT_V6_0014949,SAMPLE_B_MID,2024-06-19,ADANIENT,NIFTY_ENERGY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.541,1,1,1.74,1,1.74,1,1.74,0.0,0.0
EVT_V6_0014950,SAMPLE_B_MID,2024-06-20,WIPRO,NIFTY_IT,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.513,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014951,SAMPLE_B_MID,2024-06-20,ABB,NIFTY_INFRA,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.455,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014952,SAMPLE_B_MID,2024-06-20,PRESTIGE,NIFTY_REALTY,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.439,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014953,SAMPLE_B_MID,2024-06-20,JIOFIN,NIFTY_FIN_SERVICE,SHARP_SELLOFF,PULLBACK_KEY_LEVEL,0.364,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014954,SAMPLE_B_MID,2024-06-20,ICICIBANK,NIFTY_BANK,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.357,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014955,SAMPLE_B_MID,2024-06-20,POWERGRID,NIFTY_ENERGY,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.486,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014956,SAMPLE_B_MID,2024-06-20,CHOLAFIN,NIFTY_FIN_SERVICE,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.375,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014957,SAMPLE_B_MID,2024-06-20,CIPLA,NIFTY_PHARMA,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.433,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014958,SAMPLE_B_MID,2024-06-20,PIDILITIND,NIFTY_CONSUMPTION,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.621,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014959,SAMPLE_B_MID,2024-06-20,HDFCBANK,NIFTY_BANK,SHARP_SELLOFF,VCP_COIL,0.581,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014960,SAMPLE_B_MID,2024-06-20,VEDL,NIFTY_METAL,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.456,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014961,SAMPLE_B_MID,2024-06-20,NTPC,NIFTY_ENERGY,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.335,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014962,SAMPLE_B_MID,2024-06-20,HAL,NIFTY_INFRA,SHARP_SELLOFF,VCP_COIL,0.501,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014963,SAMPLE_B_MID,2024-06-20,TATASTEEL,NIFTY_METAL,SHARP_SELLOFF,PULLBACK_KEY_LEVEL,0.279,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014964,SAMPLE_B_MID,2024-06-20,POLYCAB,NIFTY_INFRA,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.363,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014965,SAMPLE_B_MID,2024-06-20,ONGC,NIFTY_ENERGY,SHARP_SELLOFF,CLEAN_MOMENTUM_BREAKOUT,0.484,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014966,SAMPLE_B_MID,2024-06-20,JSWSTEEL,NIFTY_METAL,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.324,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014967,SAMPLE_B_MID,2024-06-20,BEL,NIFTY_INFRA,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.5,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014968,SAMPLE_B_MID,2024-06-20,TATAMOTORS,NIFTY_AUTO,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.373,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014969,SAMPLE_B_MID,2024-06-20,TRENT,NIFTY_CONSUMPTION,SHARP_SELLOFF,VCP_COIL,0.517,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014970,SAMPLE_B_MID,2024-06-20,COFORGE,NIFTY_IT,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.5,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014971,SAMPLE_B_MID,2024-06-20,SIEMENS,NIFTY_INFRA,SHARP_SELLOFF,PULLBACK_KEY_LEVEL,0.346,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014972,SAMPLE_B_MID,2024-06-20,TITAN,NIFTY_CONSUMPTION,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.55,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014973,SAMPLE_B_MID,2024-06-20,HINDALCO,NIFTY_METAL,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.833,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014974,SAMPLE_B_MID,2024-06-20,VBL,NIFTY_FMCG,SHARP_SELLOFF,VCP_COIL,0.761,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014975,SAMPLE_B_MID,2024-06-20,NESTLEIND,NIFTY_FMCG,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.419,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014976,SAMPLE_B_MID,2024-06-20,HINDUNILVR,NIFTY_FMCG,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.72,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014977,SAMPLE_B_MID,2024-06-20,LTIM,NIFTY_IT,SHARP_SELLOFF,VCP_COIL,0.481,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014978,SAMPLE_B_MID,2024-06-20,TCS,NIFTY_IT,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.41,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014979,SAMPLE_B_MID,2024-06-20,INFY,NIFTY_IT,SHARP_SELLOFF,PULLBACK_KEY_LEVEL,0.332,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014980,SAMPLE_B_MID,2024-06-20,SUNPHARMA,NIFTY_PHARMA,SHARP_SELLOFF,VCP_COIL,0.428,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014981,SAMPLE_B_MID,2024-06-20,PERSISTENT,NIFTY_IT,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.447,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014982,SAMPLE_B_MID,2024-06-20,BRITANNIA,NIFTY_FMCG,SHARP_SELLOFF,VCP_COIL,0.441,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014983,SAMPLE_B_MID,2024-06-20,SWIGGY,NIFTY_CONSUMPTION,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.41,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014984,SAMPLE_B_MID,2024-06-20,RELIANCE,NIFTY_ENERGY,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.551,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014985,SAMPLE_B_MID,2024-06-21,TECHM,NIFTY_IT,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.677,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014986,SAMPLE_B_MID,2024-06-21,ONGC,NIFTY_ENERGY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.429,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014987,SAMPLE_B_MID,2024-06-21,TRENT,NIFTY_CONSUMPTION,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.425,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014988,SAMPLE_B_MID,2024-06-21,DRREDDY,NIFTY_PHARMA,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.583,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014989,SAMPLE_B_MID,2024-06-21,POLYCAB,NIFTY_INFRA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.619,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014990,SAMPLE_B_MID,2024-06-21,TITAN,NIFTY_CONSUMPTION,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.368,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014991,SAMPLE_B_MID,2024-06-21,M&M,NIFTY_AUTO,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.427,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014992,SAMPLE_B_MID,2024-06-21,PIDILITIND,NIFTY_CONSUMPTION,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.228,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014993,SAMPLE_B_MID,2024-06-21,PRESTIGE,NIFTY_REALTY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.73,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014994,SAMPLE_B_MID,2024-06-21,INFY,NIFTY_IT,STRONG_BULL,VCP_COIL,0.588,1,2,1.612,0,0.0,2,1.407,-1.612,-0.205
EVT_V6_0014995,SAMPLE_B_MID,2024-06-21,COFORGE,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.485,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014996,SAMPLE_B_MID,2024-06-21,DMART,NIFTY_CONSUMPTION,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.512,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014997,SAMPLE_B_MID,2024-06-21,ITC,NIFTY_FMCG,STRONG_BULL,VCP_COIL,0.479,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014998,SAMPLE_B_MID,2024-06-21,NTPC,NIFTY_ENERGY,STRONG_BULL,VCP_COIL,0.415,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0014999,SAMPLE_B_MID,2024-06-21,SUNPHARMA,NIFTY_PHARMA,STRONG_BULL,VCP_COIL,0.381,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015000,SAMPLE_B_MID,2024-06-21,GODREJPROP,NIFTY_REALTY,STRONG_BULL,VCP_COIL,0.408,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015001,SAMPLE_B_MID,2024-06-21,BAJFINANCE,NIFTY_FIN_SERVICE,STRONG_BULL,LONG_BASE_ACCUMULATION,0.675,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015002,SAMPLE_B_MID,2024-06-21,CIPLA,NIFTY_PHARMA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.752,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015003,SAMPLE_B_MID,2024-06-21,COALINDIA,NIFTY_ENERGY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.537,1,2,3.897,1,2.925,2,3.703,-0.972,-0.194
EVT_V6_0015004,SAMPLE_B_MID,2024-06-21,HAL,NIFTY_INFRA,STRONG_BULL,VCP_COIL,0.43,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015005,SAMPLE_B_MID,2024-06-21,DLF,NIFTY_REALTY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.391,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015006,SAMPLE_B_MID,2024-06-21,TATAMOTORS,NIFTY_AUTO,STRONG_BULL,VCP_COIL,0.397,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015007,SAMPLE_B_MID,2024-06-21,SBIN,NIFTY_BANK,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.361,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015008,SAMPLE_B_MID,2024-06-21,VEDL,NIFTY_METAL,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.448,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015009,SAMPLE_B_MID,2024-06-21,BEL,NIFTY_INFRA,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.409,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015010,SAMPLE_B_MID,2024-06-21,ABB,NIFTY_INFRA,STRONG_BULL,VCP_COIL,0.402,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015011,SAMPLE_B_MID,2024-06-21,JSWSTEEL,NIFTY_METAL,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.424,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015012,SAMPLE_B_MID,2024-06-21,VBL,NIFTY_FMCG,STRONG_BULL,VCP_COIL,0.482,1,1,1.524,1,1.524,1,1.524,0.0,0.0
EVT_V6_0015013,SAMPLE_B_MID,2024-06-21,SWIGGY,NIFTY_CONSUMPTION,STRONG_BULL,VCP_COIL,0.532,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015014,SAMPLE_B_MID,2024-06-21,ADANIENT,NIFTY_ENERGY,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.441,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015015,SAMPLE_B_MID,2024-06-21,NESTLEIND,NIFTY_FMCG,STRONG_BULL,LONG_BASE_ACCUMULATION,0.559,1,3,5.575,1,3.538,3,5.245,-2.037,-0.33
EVT_V6_0015016,SAMPLE_B_MID,2024-06-21,SIEMENS,NIFTY_INFRA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.442,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015017,SAMPLE_B_MID,2024-06-21,BHARTIARTL,NIFTY_INFRA,STRONG_BULL,VCP_COIL,0.727,1,2,3.758,1,1.487,2,3.304,-2.271,-0.454
EVT_V6_0015018,SAMPLE_B_MID,2024-06-21,MARUTI,NIFTY_AUTO,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.584,1,2,-0.659,0,0.0,2,-0.389,0.659,0.27
EVT_V6_0015019,SAMPLE_B_MID,2024-06-21,DIXON,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.345,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015020,SAMPLE_B_MID,2024-06-21,OBEROIRLTY,NIFTY_REALTY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.594,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015021,SAMPLE_B_MID,2024-06-21,KALYANKJIL,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.581,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015022,SAMPLE_B_MID,2024-06-21,TCS,NIFTY_IT,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.349,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015023,SAMPLE_B_MID,2024-06-21,HINDUNILVR,NIFTY_FMCG,STRONG_BULL,LONG_BASE_ACCUMULATION,0.533,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015024,SAMPLE_B_MID,2024-06-21,WIPRO,NIFTY_IT,STRONG_BULL,VCP_COIL,0.406,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015025,SAMPLE_B_MID,2024-06-21,ICICIBANK,NIFTY_BANK,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.368,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015026,SAMPLE_B_MID,2024-06-21,HINDALCO,NIFTY_METAL,STRONG_BULL,LONG_BASE_ACCUMULATION,0.939,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015027,SAMPLE_B_MID,2024-06-21,JIOFIN,NIFTY_FIN_SERVICE,STRONG_BULL,LONG_BASE_ACCUMULATION,0.325,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015028,SAMPLE_B_MID,2024-06-21,CHOLAFIN,NIFTY_FIN_SERVICE,STRONG_BULL,VCP_COIL,0.377,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015029,SAMPLE_B_MID,2024-06-21,ZOMATO,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.803,1,1,4.569,1,4.569,1,4.569,0.0,0.0
EVT_V6_0015030,SAMPLE_B_MID,2024-06-21,LTIM,NIFTY_IT,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.317,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015031,SAMPLE_B_MID,2024-06-21,HDFCBANK,NIFTY_BANK,STRONG_BULL,LONG_BASE_ACCUMULATION,0.515,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015032,SAMPLE_B_MID,2024-06-21,POWERGRID,NIFTY_ENERGY,STRONG_BULL,VCP_COIL,0.474,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015033,SAMPLE_B_MID,2024-06-21,BRITANNIA,NIFTY_FMCG,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.477,1,1,-0.174,1,-0.174,1,-0.174,0.0,0.0
EVT_V6_0015034,SAMPLE_B_MID,2024-06-21,TATASTEEL,NIFTY_METAL,STRONG_BULL,LONG_BASE_ACCUMULATION,0.411,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015035,SAMPLE_B_MID,2024-06-24,NTPC,NIFTY_ENERGY,NEUTRAL_BEAR,VCP_COIL,0.645,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015036,SAMPLE_B_MID,2024-06-24,HDFCBANK,NIFTY_BANK,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.619,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015037,SAMPLE_B_MID,2024-06-24,VEDL,NIFTY_METAL,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.661,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015038,SAMPLE_B_MID,2024-06-24,PIDILITIND,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.442,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015039,SAMPLE_B_MID,2024-06-24,TITAN,NIFTY_CONSUMPTION,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.38,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015040,SAMPLE_B_MID,2024-06-24,HINDUNILVR,NIFTY_FMCG,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.493,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015041,SAMPLE_B_MID,2024-06-24,POLYCAB,NIFTY_INFRA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.446,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015042,SAMPLE_B_MID,2024-06-24,MARUTI,NIFTY_AUTO,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.396,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015043,SAMPLE_B_MID,2024-06-24,VBL,NIFTY_FMCG,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.357,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015044,SAMPLE_B_MID,2024-06-24,CHOLAFIN,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.633,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015045,SAMPLE_B_MID,2024-06-24,HAL,NIFTY_INFRA,NEUTRAL_BEAR,VCP_COIL,0.605,1,1,1.236,0,0.0,1,0.989,-1.236,-0.247
EVT_V6_0015046,SAMPLE_B_MID,2024-06-24,JIOFIN,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.28,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015047,SAMPLE_B_MID,2024-06-24,NESTLEIND,NIFTY_FMCG,NEUTRAL_BEAR,VCP_COIL,0.542,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015048,SAMPLE_B_MID,2024-06-24,SUNPHARMA,NIFTY_PHARMA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.3,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015049,SAMPLE_B_MID,2024-06-24,DRREDDY,NIFTY_PHARMA,NEUTRAL_BEAR,VCP_COIL,0.515,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015050,SAMPLE_B_MID,2024-06-24,ONGC,NIFTY_ENERGY,NEUTRAL_BEAR,VCP_COIL,0.28,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015051,SAMPLE_B_MID,2024-06-24,BRITANNIA,NIFTY_FMCG,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.42,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015052,SAMPLE_B_MID,2024-06-24,DLF,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.292,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015053,SAMPLE_B_MID,2024-06-24,LTIM,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.446,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015054,SAMPLE_B_MID,2024-06-24,M&M,NIFTY_AUTO,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.406,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015055,SAMPLE_B_MID,2024-06-24,ADANIENT,NIFTY_ENERGY,NEUTRAL_BEAR,VCP_COIL,0.484,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015056,SAMPLE_B_MID,2024-06-24,DMART,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.576,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015057,SAMPLE_B_MID,2024-06-24,SWIGGY,NIFTY_CONSUMPTION,NEUTRAL_BEAR,VCP_COIL,0.526,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0015058,SAMPLE_B_MID,2024-06-24,ADANIPORTS,NIFTY_INFRA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.54,1,2,3.277,1,3.541,2,3.409,0.264,0.132
EVT_V6_0015059,SAMPLE_B_MID,2024-06-24,SBIN,NIFTY_BANK,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.591,0,0,0.0,0,0.0,0,0.0,0.0,0.0
