scanner,symbol,alert_id,setup_id,decision_timestamp,decision_date,semantic_type,close_price,entry_price,stop_price,target_price,risk_distance,target_distance,rr_ratio,rsi,sma50,sma200,volume,sector_status,replay_status,data_quality_status,invalid_reason,is_production_valid_replay,gross_realized_R,net_realized_R,MFE_R,MAE_R,t1_hit,dataset_version
PULLBACK,PFIZER,PFIZER_2026-08-19_PULLBACK_13222,PFIZER_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,JKCEMENT,JKCEMENT_2026-08-19_PULLBACK_13223,JKCEMENT_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,FSL,FSL_2026-08-19_PULLBACK_13224,FSL_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,IRCTC,IRCTC_2026-08-19_PULLBACK_13225,IRCTC_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,HEXT,HEXT_2026-08-19_PULLBACK_13226,HEXT_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,548.95,548.95,528.16,600.93,20.79,51.98,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,AGIIL,AGIIL_2026-08-19_PULLBACK_13227,AGIIL_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,289.45,289.45,273.6,329.07,15.85,39.62,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,POWERMECH,POWERMECH_2026-08-19_PULLBACK_13228,POWERMECH_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,2541.0,2541.0,2388.54,2922.15,152.46,381.15,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,INDIAMART,INDIAMART_2026-08-19_PULLBACK_13229,INDIAMART_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,1759.5,1759.5,1658.55,2011.88,100.95,252.38,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,BHARTIARTL,BHARTIARTL_2026-08-19_PULLBACK_13230,BHARTIARTL_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,1885.4,1885.4,1788.54,2127.55,96.86,242.15,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,SAKSOFT,SAKSOFT_2026-08-19_PULLBACK_13231,SAKSOFT_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,BLUEJET,BLUEJET_2026-08-19_PULLBACK_13232,BLUEJET_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,COALINDIA,COALINDIA_2026-08-19_PULLBACK_13233,COALINDIA_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,400.8,400.8,380.96,450.4,19.84,49.6,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,CLEAN,CLEAN_2026-08-19_PULLBACK_13234,CLEAN_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,PFC,PFC_2026-08-19_PULLBACK_13235,PFC_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,AAVAS,AAVAS_2026-08-19_PULLBACK_13236,AAVAS_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,GMDCLTD,GMDCLTD_2026-08-19_PULLBACK_13237,GMDCLTD_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,568.8,568.8,547.68,621.6,21.12,52.8,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,NATCOPHARM,NATCOPHARM_2026-08-19_PULLBACK_13238,NATCOPHARM_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,AUBANK,AUBANK_2026-08-19_PULLBACK_13239,AUBANK_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,1092.9,1092.9,1042.9,1217.9,50.0,125.0,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,IOC,IOC_2026-08-19_PULLBACK_13240,IOC_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,137.21,137.21,131.7,150.99,5.51,13.78,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,VBL,VBL_2026-08-19_PULLBACK_13241,VBL_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,420.4,420.4,402.11,466.12,18.29,45.72,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,VIMTALABS,VIMTALABS_2026-08-19_PULLBACK_13242,VIMTALABS_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,TCS,TCS_2026-08-19_PULLBACK_13243,TCS_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,2257.5,2257.5,2154.22,2515.7,103.28,258.2,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,PGHH,PGHH_2026-08-19_PULLBACK_13244,PGHH_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,ABSLAMC,ABSLAMC_2026-08-19_PULLBACK_13245,ABSLAMC_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,1042.9,1042.9,980.33,1199.33,62.57,156.43,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,IEX,IEX_2026-08-19_PULLBACK_13246,IEX_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,TECHM,TECHM_2026-08-19_PULLBACK_13247,TECHM_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,ITC,ITC_2026-08-19_PULLBACK_13248,ITC_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,269.45,269.45,258.13,297.75,11.32,28.3,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,SCI,SCI_2026-08-19_PULLBACK_13249,SCI_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,295.35,295.35,283.06,326.08,12.29,30.73,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,NYKAA,NYKAA_2026-08-19_PULLBACK_13250,NYKAA_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,BAJFINANCE,BAJFINANCE_2026-08-19_PULLBACK_13251,BAJFINANCE_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,AURIONPRO,AURIONPRO_2026-08-19_PULLBACK_13252,AURIONPRO_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,WIPRO,WIPRO_2026-08-19_PULLBACK_13253,WIPRO_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,177.54,177.54,171.33,193.06,6.21,15.52,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,STAR,STAR_2026-08-19_PULLBACK_13254,STAR_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,981.2,981.2,943.67,1075.03,37.53,93.83,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,SANGHVIMOV,SANGHVIMOV_2026-08-19_PULLBACK_13255,SANGHVIMOV_2026-08-19_PULLBACK,2026-08-19 15:14:30 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,ROLEXRINGS,ROLEXRINGS_2026-08-19_PULLBACK_13256,ROLEXRINGS_2026-08-19_PULLBACK,2026-08-19 15:14:31 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,181.91,181.91,171.0,209.19,10.91,27.28,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,ESCORTS,ESCORTS_2026-08-19_PULLBACK_13257,ESCORTS_2026-08-19_PULLBACK,2026-08-19 15:14:31 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,ZENSARTECH,ZENSARTECH_2026-08-19_PULLBACK_13258,ZENSARTECH_2026-08-19_PULLBACK,2026-08-19 15:14:31 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,464.8,464.8,439.18,528.85,25.62,64.05,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,IMFA,IMFA_2026-08-19_PULLBACK_13259,IMFA_2026-08-19_PULLBACK,2026-08-19 15:14:31 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,1375.2,1375.2,1292.69,1581.48,82.51,206.28,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,NORTHARC,NORTHARC_2026-08-19_PULLBACK_13260,NORTHARC_2026-08-19_PULLBACK,2026-08-19 15:14:31 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,CEATLTD,CEATLTD_2026-08-19_PULLBACK_13261,CEATLTD_2026-08-19_PULLBACK,2026-08-19 15:14:31 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,3527.9,3527.9,3394.28,3861.95,133.62,334.05,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,TRANSRAILL,TRANSRAILL_2026-08-19_PULLBACK_13262,TRANSRAILL_2026-08-19_PULLBACK,2026-08-19 15:14:31 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,NEWGEN,NEWGEN_2026-08-19_PULLBACK_13263,NEWGEN_2026-08-19_PULLBACK,2026-08-19 15:14:31 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,MPHASIS,MPHASIS_2026-08-19_PULLBACK_13264,MPHASIS_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,APLLTD,APLLTD_2026-08-19_PULLBACK_13265,APLLTD_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,GRANULES,GRANULES_2026-08-19_PULLBACK_13266,GRANULES_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,835.85,835.85,805.45,911.85,30.4,76.0,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,EMAMILTD,EMAMILTD_2026-08-19_PULLBACK_13267,EMAMILTD_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,387.55,387.55,364.3,445.68,23.25,58.13,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,KFINTECH,KFINTECH_2026-08-19_PULLBACK_13268,KFINTECH_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,960.1,960.1,902.49,1104.12,57.61,144.02,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,RITES,RITES_2026-08-19_PULLBACK_13269,RITES_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,NH,NH_2026-08-19_PULLBACK_13270,NH_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,TATAELXSI,TATAELXSI_2026-08-19_PULLBACK_13271,TATAELXSI_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,ACE,ACE_2026-08-19_PULLBACK_13272,ACE_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,JUBLFOOD,JUBLFOOD_2026-08-19_PULLBACK_13273,JUBLFOOD_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,AVANTIFEED,AVANTIFEED_2026-08-19_PULLBACK_13274,AVANTIFEED_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,GODIGIT,GODIGIT_2026-08-19_PULLBACK_13275,GODIGIT_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,PHOENIXLTD,PHOENIXLTD_2026-08-19_PULLBACK_13276,PHOENIXLTD_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,ULTRACEMCO,ULTRACEMCO_2026-08-19_PULLBACK_13277,ULTRACEMCO_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,IREDA,IREDA_2026-08-19_PULLBACK_13278,IREDA_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,INDIANB,INDIANB_2026-08-19_PULLBACK_13279,INDIANB_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,884.45,884.45,853.49,961.85,30.96,77.4,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,-1.0,-1.05,0.4,1.0,False,1.0.0_REPAIRED
PULLBACK,SGFIN,SGFIN_2026-08-19_PULLBACK_13280,SGFIN_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,GABRIEL,GABRIEL_2026-08-19_PULLBACK_13281,GABRIEL_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,KPITTECH,KPITTECH_2026-08-19_PULLBACK_13282,KPITTECH_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,JSL,JSL_2026-08-19_PULLBACK_13283,JSL_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,705.9,705.9,673.87,785.98,32.03,80.08,2.5,,,,,NEUTRAL,REPLAY_VALID,DATA_CLEAN,NONE,True,2.0,1.95,2.2,0.3,True,1.0.0_REPAIRED
PULLBACK,KPRMILL,KPRMILL_2026-08-19_PULLBACK_13284,KPRMILL_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,ICICIBANK,ICICIBANK_2026-08-19_PULLBACK_13285,ICICIBANK_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
PULLBACK,MIDHANI,MIDHANI_2026-08-19_PULLBACK_13286,MIDHANI_2026-08-19_PULLBACK,2026-08-19 15:14:32 IST,2026-08-19,ACTIONABLE_TRADE_ALERT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,NEUTRAL,REPLAY_INVALID_MISSING_PRICE,MISSING_TELEMETRY,Candidate trigger logged without entry price,False,0.0,0.0,0.0,0.0,False,1.0.0_REPAIRED
