scanner,evaluation_type,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_details,naive_baseline_fired,data_source_flags
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LAURUSLABS,2026-05-11 15:30:00 IST,BULL,2026-05-11 09:15:00 IST,1266.8,1190.79,1380.82,1418.82,1456.82,1494.83,2026-05-26 15:30:00 IST,1380.82,TARGET_1,1.5,12.0,81.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LAURUSLABS,2026-07-27 15:30:00 IST,BULL,2026-07-27 09:15:00 IST,1713.4,1610.6,1867.6,1919.0,1970.4,2021.8,2026-08-09 15:30:00 IST,1867.6,TARGET_1,1.5,10.0,91.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,KTKBANK,2025-09-15 15:30:00 IST,BULL,2025-09-15 09:15:00 IST,1816.06,1731.67,1942.64,1984.84,2027.03,2069.23,2025-10-13 15:30:00 IST,1885.74,TIMEOUT_20D,0.83,20.0,89.0,"{""pattern_type"": ""DOUBLE_BOTTOM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.65}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,KTKBANK,2025-10-03 15:30:00 IST,BULL,2025-10-03 09:15:00 IST,1834.2,1794.65,1893.52,1913.3,1933.07,1952.85,2025-10-13 15:30:00 IST,1893.52,TARGET_1,1.5,6.0,88.0,"{""pattern_type"": ""CUP_HANDLE"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.16}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,KTKBANK,2025-10-14 15:30:00 IST,BULL,2025-10-14 09:15:00 IST,1899.89,1840.61,1988.81,2018.45,2048.09,2077.73,2025-11-07 15:30:00 IST,1988.81,TARGET_1,1.5,18.0,99.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.12}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,KTKBANK,2025-10-24 15:30:00 IST,BULL,2025-10-24 09:15:00 IST,1921.77,1864.51,2007.66,2036.29,2064.92,2093.55,2025-11-07 15:30:00 IST,2007.66,TARGET_1,1.5,10.0,83.0,"{""pattern_type"": ""CUP_HANDLE"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.98}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,KTKBANK,2026-05-12 15:30:00 IST,SIDEWAYS,2026-05-12 09:15:00 IST,1927.86,1844.61,2052.74,2094.36,2135.98,2177.61,2026-05-19 15:30:00 IST,1844.61,STOP_LOSS,-1.0,5.0,85.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.32}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,KTKBANK,2026-08-19 15:30:00 IST,SIDEWAYS,2026-08-19 09:15:00 IST,2059.75,1936.17,2245.13,2306.91,2368.7,2430.49,2026-08-19 15:30:00 IST,1936.17,STOP_LOSS,-1.0,1.0,90.0,"{""pattern_type"": ""DOUBLE_BOTTOM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2025-12-02 15:30:00 IST,BEAR,2025-12-02 09:15:00 IST,554.65,541.08,575.01,581.79,588.57,595.36,2025-12-04 15:30:00 IST,541.08,STOP_LOSS,-1.0,3.0,88.0,"{""pattern_type"": ""SHAKEOUT_RECLAIM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.45}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-01-14 15:30:00 IST,SIDEWAYS,2026-01-14 09:15:00 IST,535.25,509.84,573.37,586.07,598.78,611.48,2026-01-20 15:30:00 IST,509.84,STOP_LOSS,-1.0,5.0,88.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.75}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-04-21 15:30:00 IST,BULL,2026-04-21 09:15:00 IST,565.15,531.24,616.02,632.97,649.92,666.88,2026-05-18 15:30:00 IST,543.0,TIMEOUT_20D,-0.65,20.0,93.0,"{""pattern_type"": ""BULL_FLAG"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-04-29 15:30:00 IST,BULL,2026-04-29 09:15:00 IST,562.15,529.34,611.37,627.77,644.17,660.58,2026-05-26 15:30:00 IST,556.45,TIMEOUT_20D,-0.17,20.0,78.0,"{""pattern_type"": ""DOUBLE_BOTTOM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 5.84}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-05-06 15:30:00 IST,BULL,2026-05-06 09:15:00 IST,582.15,551.49,628.14,643.47,658.8,674.13,2026-05-13 15:30:00 IST,551.49,STOP_LOSS,-1.0,6.0,97.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 5.27}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-05-13 15:30:00 IST,BULL,2026-05-13 09:15:00 IST,585.65,550.51,638.36,655.93,673.5,691.07,2026-05-13 15:30:00 IST,550.51,STOP_LOSS,-1.0,1.0,89.0,"{""pattern_type"": ""ASCENDING_TRIANGLE"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-06-12 15:30:00 IST,SIDEWAYS,2026-06-12 09:15:00 IST,559.5,525.93,609.86,626.64,643.43,660.21,2026-07-09 15:30:00 IST,549.15,TIMEOUT_20D,-0.31,20.0,94.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-06-29 15:30:00 IST,SIDEWAYS,2026-06-29 09:15:00 IST,560.75,535.81,598.16,610.63,623.1,635.57,2026-07-07 15:30:00 IST,535.81,STOP_LOSS,-1.0,7.0,91.0,"{""pattern_type"": ""BULL_PENNANT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.45}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-07-13 15:30:00 IST,SIDEWAYS,2026-07-13 09:15:00 IST,551.9,525.36,591.71,604.98,618.25,631.52,2026-07-30 15:30:00 IST,525.36,STOP_LOSS,-1.0,14.0,76.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.81}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICHSGFIN,2026-07-20 15:30:00 IST,BULL,2026-07-20 09:15:00 IST,552.45,525.36,593.09,606.63,620.18,633.72,2026-07-30 15:30:00 IST,525.36,STOP_LOSS,-1.0,9.0,82.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.9}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LEMONTREE,2025-02-25 15:30:00 IST,BULL,2025-02-25 09:15:00 IST,1823.67,1714.25,1987.79,2042.51,2097.22,2151.93,2025-03-17 15:30:00 IST,1714.25,STOP_LOSS,-1.0,14.0,84.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LEMONTREE,2025-07-31 15:30:00 IST,BEAR,2025-07-31 09:15:00 IST,1537.16,1492.69,1603.86,1626.1,1648.34,1670.57,2025-08-05 15:30:00 IST,1492.69,STOP_LOSS,-1.0,3.0,93.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.89}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LEMONTREE,2025-12-09 15:30:00 IST,BULL,2025-12-09 09:15:00 IST,1854.76,1755.31,2003.93,2053.66,2103.39,2153.11,2026-01-06 15:30:00 IST,1874.84,TIMEOUT_20D,0.2,20.0,92.0,"{""pattern_type"": ""BULL_FLAG"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 5.36}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LEMONTREE,2025-12-26 15:30:00 IST,BULL,2025-12-26 09:15:00 IST,1882.6,1810.32,1991.01,2027.16,2063.3,2099.44,2026-01-15 15:30:00 IST,1991.01,TARGET_1,1.5,14.0,89.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.84}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LEMONTREE,2026-02-25 15:30:00 IST,BULL,2026-02-25 09:15:00 IST,2446.71,2319.38,2637.71,2701.37,2765.03,2828.7,2026-03-25 15:30:00 IST,2447.06,TIMEOUT_20D,0.0,20.0,84.0,"{""pattern_type"": ""BULL_FLAG"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 5.2}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LEMONTREE,2026-06-04 15:30:00 IST,SIDEWAYS,2026-06-04 09:15:00 IST,2317.03,2245.73,2423.98,2459.63,2495.28,2530.93,2026-07-02 15:30:00 IST,2313.76,TIMEOUT_20D,-0.05,20.0,83.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.08}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LEMONTREE,2026-08-12 15:30:00 IST,SIDEWAYS,2026-08-12 09:15:00 IST,2349.92,2208.92,2561.42,2631.92,2702.42,2772.92,2026-08-18 15:30:00 IST,2208.92,STOP_LOSS,-1.0,5.0,87.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2025-04-28 15:30:00 IST,SIDEWAYS,2025-04-28 09:15:00 IST,1493.97,1455.13,1552.23,1571.65,1591.07,1610.49,2025-05-26 15:30:00 IST,1509.04,TIMEOUT_20D,0.39,20.0,88.0,"{""pattern_type"": ""CUP_HANDLE"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.6}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2025-06-23 15:30:00 IST,BULL,2025-06-23 09:15:00 IST,1665.87,1591.7,1777.13,1814.21,1851.29,1888.38,2025-07-10 15:30:00 IST,1591.7,STOP_LOSS,-1.0,13.0,90.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.45}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2025-08-01 15:30:00 IST,BULL,2025-08-01 09:15:00 IST,1686.51,1640.49,1755.55,1778.55,1801.56,1824.57,2025-08-07 15:30:00 IST,1640.49,STOP_LOSS,-1.0,4.0,89.0,"{""pattern_type"": ""CUP_HANDLE"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.73}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2025-09-03 15:30:00 IST,SIDEWAYS,2025-09-03 09:15:00 IST,1619.42,1545.72,1729.98,1766.82,1803.67,1840.52,2025-09-22 15:30:00 IST,1729.98,TARGET_1,1.5,13.0,88.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.55}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2025-09-18 15:30:00 IST,BULL,2025-09-18 09:15:00 IST,1704.9,1651.73,1784.65,1811.24,1837.83,1864.41,2025-10-16 15:30:00 IST,1734.99,TIMEOUT_20D,0.57,20.0,94.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.12}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2025-09-26 15:30:00 IST,BULL,2025-09-26 09:15:00 IST,1762.9,1715.7,1833.71,1857.3,1880.9,1904.5,2025-10-01 15:30:00 IST,1715.7,STOP_LOSS,-1.0,3.0,87.0,"{""pattern_type"": ""BULL_FLAG"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.68}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2025-10-31 15:30:00 IST,BULL,2025-10-31 09:15:00 IST,1749.04,1704.17,1816.34,1838.78,1861.21,1883.65,2025-11-12 15:30:00 IST,1816.34,TARGET_1,1.5,8.0,82.0,"{""pattern_type"": ""CUP_HANDLE"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.57}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2026-02-12 15:30:00 IST,BEAR,2026-02-12 09:15:00 IST,1734.96,1654.49,1855.66,1895.9,1936.14,1976.37,2026-03-11 15:30:00 IST,1654.49,STOP_LOSS,-1.0,19.0,92.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.64}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2026-05-15 15:30:00 IST,SIDEWAYS,2026-05-15 09:15:00 IST,1577.13,1504.9,1685.49,1721.59,1757.71,1793.82,2026-06-12 15:30:00 IST,1615.69,TIMEOUT_20D,0.53,20.0,89.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.58}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LENSKART,2026-06-03 15:30:00 IST,BULL,2026-06-03 09:15:00 IST,1594.07,1547.73,1663.59,1686.75,1709.92,1733.09,2026-06-23 15:30:00 IST,1663.59,TARGET_1,1.5,14.0,84.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.91}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LGEINDIA,2025-07-01 15:30:00 IST,BEAR,2025-07-01 09:15:00 IST,729.51,695.51,780.51,797.51,814.51,831.51,2025-07-18 15:30:00 IST,780.51,TARGET_1,1.5,13.0,91.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.66}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LGEINDIA,2025-11-26 15:30:00 IST,BEAR,2025-11-26 09:15:00 IST,741.31,709.87,788.46,804.19,819.91,835.63,2025-12-03 15:30:00 IST,709.87,STOP_LOSS,-1.0,5.0,93.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.24}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LGEINDIA,2026-01-12 15:30:00 IST,BEAR,2026-01-12 09:15:00 IST,687.9,666.3,720.3,731.1,741.9,752.7,2026-02-04 15:30:00 IST,720.3,TARGET_1,1.5,17.0,89.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.14}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LGEINDIA,2026-01-21 15:30:00 IST,BEAR,2026-01-21 09:15:00 IST,691.32,666.3,728.85,741.36,753.87,766.38,2026-02-05 15:30:00 IST,728.85,TARGET_1,1.5,11.0,84.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.62}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LGEINDIA,2026-02-04 15:30:00 IST,BULL,2026-02-04 09:15:00 IST,721.84,679.64,785.14,806.24,827.34,848.44,2026-03-04 15:30:00 IST,714.74,TIMEOUT_20D,-0.17,20.0,86.0,"{""pattern_type"": ""DOUBLE_BOTTOM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 5.85}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LGEINDIA,2026-03-16 15:30:00 IST,BULL,2026-03-16 09:15:00 IST,772.6,746.83,811.25,824.14,837.02,849.91,2026-03-20 15:30:00 IST,746.83,STOP_LOSS,-1.0,4.0,91.0,"{""pattern_type"": ""BULL_FLAG"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.34}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LINDEINDIA,2026-02-09 15:30:00 IST,BULL,2026-02-09 09:15:00 IST,6292.5,5914.95,6858.83,7047.6,7236.38,7425.15,2026-02-09 15:30:00 IST,6858.83,TARGET_1,1.5,1.0,88.0,"{""pattern_type"": ""HIGHER_LOW_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LINDEINDIA,2026-02-13 15:30:00 IST,BULL,2026-02-13 09:15:00 IST,6900.0,6486.0,7521.0,7728.0,7935.0,8142.0,2026-03-15 15:30:00 IST,7172.5,TIMEOUT_20D,0.66,20.0,93.0,"{""pattern_type"": ""SHAKEOUT_RECLAIM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LINDEINDIA,2026-03-12 15:30:00 IST,BULL,2026-03-12 09:15:00 IST,7189.5,6770.6,7817.85,8027.3,8236.75,8446.2,2026-03-22 15:30:00 IST,6770.6,STOP_LOSS,-1.0,7.0,95.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 5.83}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LINDEINDIA,2026-06-18 15:30:00 IST,SIDEWAYS,2026-06-18 09:15:00 IST,7275.5,6875.45,7875.58,8075.6,8275.62,8475.65,2026-07-15 15:30:00 IST,7128.0,TIMEOUT_20D,-0.37,20.0,86.0,"{""pattern_type"": ""BULL_FLAG"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 5.5}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICI,2025-03-28 15:30:00 IST,SIDEWAYS,2025-03-28 09:15:00 IST,1026.66,979.5,1097.41,1120.98,1144.56,1168.14,2025-04-25 15:30:00 IST,1072.91,TIMEOUT_20D,0.98,20.0,92.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.59}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICI,2025-04-25 15:30:00 IST,BULL,2025-04-25 09:15:00 IST,1072.91,1036.14,1128.07,1146.45,1164.84,1183.22,2025-05-08 15:30:00 IST,1128.07,TARGET_1,1.5,9.0,87.0,"{""pattern_type"": ""CUP_HANDLE"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.43}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICI,2025-06-18 15:30:00 IST,SIDEWAYS,2025-06-18 09:15:00 IST,1115.31,1083.06,1163.68,1179.81,1195.93,1212.06,2025-06-19 15:30:00 IST,1083.06,STOP_LOSS,-1.0,1.0,93.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 2.89}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICI,2025-07-03 15:30:00 IST,SIDEWAYS,2025-07-03 09:15:00 IST,1153.44,1084.23,1257.25,1291.86,1326.47,1361.07,2025-07-28 15:30:00 IST,1257.25,TARGET_1,1.5,17.0,89.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICI,2025-12-04 15:30:00 IST,SIDEWAYS,2025-12-04 09:15:00 IST,1265.92,1213.52,1344.52,1370.72,1396.92,1423.12,2025-12-29 15:30:00 IST,1344.52,TARGET_1,1.5,17.0,91.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.14}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICI,2025-12-18 15:30:00 IST,SIDEWAYS,2025-12-18 09:15:00 IST,1289.42,1230.26,1378.16,1407.74,1437.32,1466.9,2026-01-09 15:30:00 IST,1378.16,TARGET_1,1.5,16.0,88.0,"{""pattern_type"": ""DOUBLE_BOTTOM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.59}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LICI,2026-06-09 15:30:00 IST,BEAR,2026-06-09 09:15:00 IST,1427.69,1379.16,1500.48,1524.75,1549.01,1573.28,2026-06-16 15:30:00 IST,1379.16,STOP_LOSS,-1.0,5.0,86.0,"{""pattern_type"": ""WYCKOFF_SPRING_TYPE_2"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.4}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSME,2025-11-26 15:30:00 IST,BEAR,2025-11-26 09:15:00 IST,1240.26,1165.84,1351.89,1389.1,1426.31,1463.52,2025-12-21 15:30:00 IST,1351.89,TARGET_1,1.5,18.0,79.0,"{""pattern_type"": ""SHAKEOUT_RECLAIM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSME,2026-01-28 15:30:00 IST,BEAR,2026-01-28 09:15:00 IST,1141.32,1090.07,1218.19,1243.82,1269.44,1295.07,2026-01-29 15:30:00 IST,1090.07,STOP_LOSS,-1.0,2.0,91.0,"{""pattern_type"": ""SHAKEOUT_RECLAIM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.49}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSME,2026-02-25 15:30:00 IST,SIDEWAYS,2026-02-25 09:15:00 IST,1251.05,1175.99,1363.65,1401.17,1438.7,1476.23,2026-03-03 15:30:00 IST,1175.99,STOP_LOSS,-1.0,4.0,86.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSME,2026-03-05 15:30:00 IST,SIDEWAYS,2026-03-05 09:15:00 IST,1204.88,1132.59,1313.31,1349.46,1385.61,1421.75,2026-03-08 15:30:00 IST,1132.59,STOP_LOSS,-1.0,2.0,92.0,"{""pattern_type"": ""SHAKEOUT_RECLAIM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSME,2026-03-17 15:30:00 IST,SIDEWAYS,2026-03-17 09:15:00 IST,1235.56,1161.43,1346.76,1383.82,1420.88,1457.95,2026-03-31 15:30:00 IST,1346.76,TARGET_1,1.5,9.0,92.0,"{""pattern_type"": ""V_REVERSAL"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSME,2026-04-17 15:30:00 IST,BULL,2026-04-17 09:15:00 IST,1622.33,1524.99,1768.34,1817.01,1865.68,1914.35,2026-04-28 15:30:00 IST,1768.34,TARGET_1,1.5,8.0,92.0,"{""pattern_type"": ""BULL_FLAG"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSME,2026-07-15 15:30:00 IST,BULL,2026-07-15 09:15:00 IST,1866.1,1774.08,2004.13,2050.14,2096.15,2142.16,2026-07-26 15:30:00 IST,2004.13,TARGET_1,1.5,8.0,88.0,"{""pattern_type"": ""DOUBLE_BOTTOM"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 4.93}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSME,2026-07-27 15:30:00 IST,BULL,2026-07-27 09:15:00 IST,2014.9,1894.01,2196.24,2256.68,2317.13,2377.57,2026-08-11 15:30:00 IST,1894.01,STOP_LOSS,-1.0,12.0,93.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 6.0}",True,NONE
TECHNICAL_INTRADAY,HISTORICAL_REPLAY,LLOYDSENGG,2025-03-07 15:30:00 IST,BULL,2025-03-07 09:15:00 IST,1748.71,1679.96,1851.83,1886.21,1920.59,1954.96,2025-03-31 15:30:00 IST,1679.96,STOP_LOSS,-1.0,16.0,91.0,"{""pattern_type"": ""MULTI_MONTH_BASE_BREAKOUT"", ""clv_floor"": true, ""rvol_floor"": true, ""upper_wick"": true, ""risk_pct"": 3.93}",True,NONE
